,hhidpn,ragender
26511,212512011,1.male
26512,212513010,2.female
26513,212514010,1.male
26514,212514020,2.female
26515,212515010,2.female
26516,212515020,1.male
26517,212517010,1.male
26518,212517020,2.female
26519,212518010,2.female
26520,212519010,2.female
26521,212522010,2.female
26522,212522020,1.male
26523,212524010,2.female
26524,212525010,1.male
26525,212526010,2.female
26526,212526020,1.male
26527,212530010,1.male
26528,212530020,2.female
26529,212532010,2.female
26530,212535010,2.female
26531,212538010,2.female
26532,212540010,2.female
26533,212540020,1.male
26534,212542010,2.female
26535,212544010,2.female
26536,212544020,1.male
26537,212547010,2.female
26538,212551010,1.male
26539,212551011,2.female
26540,212553010,2.female
26541,212555010,2.female
26542,212556010,2.female
26543,212557010,2.female
26544,212559010,2.female
26545,212562010,2.female
26546,212565010,2.female
26547,212566010,2.female
26548,212567010,2.female
26549,212568010,2.female
26550,212569010,2.female
26551,212570010,2.female
26552,212570020,1.male
26553,212571010,1.male
26554,212571020,2.female
26555,212572010,2.female
26556,212573010,2.female
26557,212573020,1.male
26558,212575010,1.male
26559,212575011,2.female
26560,212576010,1.male
26561,212576020,2.female
26562,212577010,1.male
26563,212578010,2.female
26564,212582010,1.male
26565,212582020,2.female
26566,212585010,1.male
26567,212586010,2.female
26568,212586020,1.male
26569,212587010,1.male
26570,212592010,1.male
26571,212592020,2.female
26572,212593010,1.male
26573,212593020,2.female
26574,212595010,1.male
26575,212595020,2.female
26576,212596010,1.male
26577,212596020,2.female
26578,212598010,2.female
26579,212600010,1.male
26580,212600020,2.female
26581,212601010,1.male
26582,212601020,2.female
26583,212603010,1.male
26584,212605010,2.female
26585,212606010,1.male
26586,212609010,2.female
26587,212609020,1.male
26588,212611010,2.female
26589,212612010,2.female
26590,212613010,1.male
26591,212613020,2.female
26592,212615010,2.female
26593,212617010,1.male
26594,212618010,2.female
26595,212619010,2.female
26596,212619020,1.male
26597,212619021,2.female
26598,212623010,1.male
26599,212623020,2.female
26600,212624010,2.female
26601,212630010,1.male
26602,212630020,2.female
26603,212631010,2.female
26604,212631020,1.male
26605,212635010,1.male
26606,212639010,2.female
26607,212640010,2.female
26608,212640020,1.male
26609,212644010,1.male
26610,212645010,2.female
26611,212645020,1.male
26612,212646010,1.male
26613,212646020,2.female
26614,212647010,1.male
26615,212647020,2.female
26616,212648010,2.female
26617,212648020,1.male
26618,212649010,1.male
26619,212649020,2.female
26620,212650010,2.female
26621,212650011,1.male
26622,212651010,1.male
26623,212651020,2.female
26624,212654010,1.male
26625,212655010,1.male
26626,212655020,2.female
26627,212659010,2.female
26628,212662010,2.female
26629,212664010,2.female
26630,212664020,1.male
26631,212665010,2.female
26632,212665020,1.male
26633,212666010,1.male
26634,212666020,2.female
26635,212668010,1.male
26636,212669010,2.female
26637,212671010,2.female
26638,212672010,1.male
26639,212672020,2.female
26640,212673010,2.female
26641,212675010,2.female
26642,212676010,2.female
26643,212680010,1.male
26644,212680020,2.female
26645,212681010,1.male
26646,212681020,2.female
26647,212682010,1.male
26648,212682020,2.female
26649,212683010,2.female
26650,212683020,1.male
26651,212684010,2.female
26652,212685010,2.female
26653,212687010,1.male
26654,212689010,1.male
26655,212689020,2.female
26656,212693010,2.female
26657,212693020,1.male
26658,212694010,2.female
26659,212695010,1.male
26660,212695020,2.female
26661,212696010,2.female
26662,212697010,1.male
26663,212699010,2.female
26664,212699020,1.male
26665,212700010,1.male
26666,212702010,1.male
26667,212703010,2.female
26668,212705010,1.male
26669,212705020,2.female
26670,212707010,2.female
26671,212709010,2.female
26672,212710010,2.female
26673,212710020,1.male
26674,212711010,2.female
26675,212712010,2.female
26676,212713010,2.female
26677,212713020,1.male
26678,212715010,2.female
26679,212717010,2.female
26680,212718010,1.male
26681,212718020,2.female
26682,212719010,1.male
26683,212719020,2.female
26684,212723010,2.female
26685,212723020,1.male
26686,212725010,1.male
26687,212725020,2.female
26688,212727010,2.female
26689,212727020,1.male
26690,212730010,2.female
26691,212732010,2.female
26692,212732020,1.male
26693,212733010,1.male
26694,212733020,2.female
26695,212734010,2.female
26696,212735010,1.male
26697,212736010,1.male
26698,212736020,2.female
26699,212737010,2.female
26700,212737020,1.male
26701,212738010,1.male
26702,212738020,2.female
26703,212742010,1.male
26704,212742020,2.female
26705,212747010,2.female
26706,212748010,1.male
26707,212748020,2.female
26708,212749010,1.male
26709,212749020,2.female
26710,212751010,2.female
26711,212752010,1.male
26712,212752020,2.female
26713,212754010,2.female
26714,212754020,1.male
26715,212755010,2.female
26716,212755020,1.male
26717,212755021,2.female
26718,212760010,1.male
26719,212760020,2.female
26720,212764010,2.female
26721,212765010,2.female
26722,212766010,1.male
26723,212766020,2.female
26724,212768010,1.male
26725,212771010,1.male
26726,212771020,2.female
26727,212772010,2.female
26728,212773010,1.male
26729,212773020,2.female
26730,212774010,1.male
26731,212777010,1.male
26732,212779010,2.female
26733,212779020,1.male
26734,212780010,1.male
26735,212780020,2.female
26736,212782010,2.female
26737,212785010,1.male
26738,212785020,2.female
26739,212791010,2.female
26740,212791020,1.male
26741,212792010,1.male
26742,212795010,1.male
26743,212795020,2.female
26744,212797010,2.female
26745,212800010,2.female
26746,212800020,1.male
26747,212802010,1.male
26748,212802020,2.female
26749,212803010,2.female
26750,212803020,1.male
26751,212804010,2.female
26752,212804020,1.male
26753,212805010,1.male
26754,212805020,2.female
26755,212808010,1.male
26756,212808020,2.female
26757,212814010,2.female
26758,212815010,2.female
26759,212815020,1.male
26760,212817010,2.female
26761,212819010,2.female
26762,212823010,2.female
26763,212823020,1.male
26764,212824010,2.female
26765,212825010,2.female
26766,212828010,2.female
26767,212828020,1.male
26768,212830010,1.male
26769,212830020,2.female
26770,212831010,2.female
26771,212831020,1.male
26772,212836010,2.female
26773,212836020,1.male
26774,212838010,2.female
26775,212838020,1.male
26776,212840010,2.female
26777,212841010,2.female
26778,212842010,2.female
26779,212844010,1.male
26780,212844020,2.female
26781,212846010,1.male
26782,212846020,2.female
26783,212848010,2.female
26784,212848020,1.male
26785,212849010,2.female
26786,212849020,1.male
26787,212850010,2.female
26788,212851010,1.male
26789,212851020,2.female
26790,212852010,1.male
26791,212854010,2.female
26792,212858010,2.female
26793,212860010,1.male
26794,212860020,2.female
26795,212861010,1.male
26796,212861020,2.female
26797,212863010,1.male
26798,212868010,1.male
26799,212868020,2.female
26800,212869010,2.female
26801,212869020,1.male
26802,212870010,2.female
26803,212871010,1.male
26804,212871020,2.female
26805,212873010,1.male
26806,212873020,2.female
26807,212874010,2.female
26808,212874020,1.male
26809,212877010,2.female
26810,212881010,1.male
26811,212881020,2.female
26812,212882010,2.female
26813,212882020,1.male
26814,212883010,2.female
26815,212886010,2.female
26816,212888010,2.female
26817,212891010,2.female
26818,212893010,1.male
26819,212893020,2.female
26820,212895010,1.male
26821,212895020,2.female
26822,212898010,2.female
26823,212899010,2.female
26824,212901010,2.female
26825,212901020,1.male
26826,212904010,2.female
26827,212904020,1.male
26828,212905010,1.male
26829,212905020,2.female
26830,212906010,1.male
26831,212906020,2.female
26832,212912010,1.male
26833,212912020,2.female
26834,212913010,2.female
26835,212914010,2.female
26836,212914020,1.male
26837,212915010,2.female
26838,212918010,1.male
26839,212918020,2.female
26840,212919010,2.female
26841,212921010,2.female
26842,212921020,1.male
26843,212924010,2.female
26844,212927010,1.male
26845,212927020,2.female
26846,212929010,2.female
26847,212931010,2.female
26848,212938010,2.female
26849,212938020,1.male
26850,212939010,1.male
26851,212939020,2.female
26852,212943010,1.male
26853,212945010,2.female
26854,212946010,1.male
26855,212946020,2.female
26856,212950010,1.male
26857,212954010,1.male
26858,212958010,2.female
26859,212958020,1.male
26860,212959010,2.female
26861,212961010,2.female
26862,212961020,1.male
26863,212962010,2.female
26864,212963010,2.female
26865,212963020,1.male
26866,212964010,1.male
26867,212964020,2.female
26868,212966010,2.female
26869,212967010,2.female
26870,212968010,2.female
26871,212969010,2.female
26872,212970010,1.male
26873,212970020,2.female
26874,212973010,2.female
26875,212974010,2.female
26876,212975010,2.female
26877,212976010,1.male
26878,212978010,1.male
26879,212983010,2.female
26880,212988010,1.male
26881,212988020,2.female
26882,212990010,1.male
26883,212993010,2.female
26884,212993020,1.male
26885,212994010,1.male
26886,212994020,2.female
26887,212997010,2.female
26888,212998010,2.female
26889,213000010,2.female
26890,213002010,1.male
26891,213002020,2.female
26892,213002021,1.male
26893,213004010,1.male
26894,213004020,2.female
26895,213011010,2.female
26896,213015010,2.female
26897,213016010,2.female
26898,213016020,1.male
26899,213019010,2.female
26900,213022010,2.female
26901,213022020,1.male
26902,213024010,1.male
26903,213024020,2.female
26904,213031010,2.female
26905,213031020,1.male
26906,213034010,1.male
26907,213034020,2.female
26908,213035010,2.female
26909,213035020,1.male
26910,213036010,2.female
26911,213037010,2.female
26912,213039010,2.female
26913,213039020,1.male
26914,213040010,1.male
26915,213040020,2.female
26916,213042010,1.male
26917,213042020,2.female
26918,213043010,2.female
26919,213045010,2.female
26920,213045020,1.male
26921,213046010,2.female
26922,213048010,2.female
26923,213048020,1.male
26924,213049010,1.male
26925,213049011,2.female
26926,213049020,2.female
26927,213050010,1.male
26928,213050020,2.female
26929,213051010,1.male
26930,213057010,1.male
26931,213057020,2.female
26932,213058010,2.female
26933,213058020,1.male
26934,213059010,1.male
26935,213059020,2.female
26936,213065010,1.male
26937,213065020,2.female
26938,213068010,2.female
26939,213068020,1.male
26940,213069010,2.female
26941,213069020,1.male
26942,213071010,2.female
26943,213072010,2.female
26944,213075010,1.male
26945,213076010,2.female
26946,213076011,1.male
26947,213079010,2.female
26948,213080010,1.male
26949,213081010,2.female
26950,213081020,1.male
26951,213082010,2.female
26952,213084010,2.female
26953,213085010,1.male
26954,213085020,2.female
26955,213086010,2.female
26956,213087010,2.female
26957,213087020,1.male
26958,213089010,2.female
26959,213089011,1.male
26960,213091010,1.male
26961,213091020,2.female
26962,213094010,2.female
26963,213097010,2.female
26964,213097020,1.male
26965,213099010,1.male
26966,213099020,2.female
26967,213105010,2.female
26968,213106010,2.female
26969,213106020,1.male
26970,213108010,1.male
26971,213109010,1.male
26972,213109020,2.female
26973,213110010,1.male
26974,213113010,2.female
26975,213113020,1.male
26976,213114010,2.female
26977,213115010,2.female
26978,213117010,2.female
26979,213117020,1.male
26980,213118010,1.male
26981,213118020,2.female
26982,213119010,2.female
26983,213121010,2.female
26984,213121020,1.male
26985,213123010,1.male
26986,213123020,2.female
26987,213126010,2.female
26988,213126020,1.male
26989,213127010,1.male
26990,213127020,2.female
26991,213128010,2.female
26992,213130010,1.male
26993,213130020,2.female
26994,213131010,2.female
26995,213134010,1.male
26996,213136010,2.female
26997,213137010,2.female
26998,213138010,2.female
26999,213138020,1.male
27000,213139010,2.female
27001,213139020,1.male
27002,213139021,2.female
27003,213140010,2.female
27004,213140020,1.male
27005,213143010,1.male
27006,213147010,1.male
27007,213147020,2.female
27008,213148010,2.female
27009,213151010,1.male
27010,213153010,2.female
27011,213156010,1.male
27012,213160010,2.female
27013,213160011,1.male
27014,213162010,2.female
27015,213162020,1.male
27016,213164010,1.male
27017,213164020,2.female
27018,213166010,1.male
27019,213166011,2.female
27020,213166020,2.female
27021,213167010,2.female
27022,213171010,2.female
27023,213172010,2.female
27024,213174010,1.male
27025,213174020,2.female
27026,213177010,2.female
27027,213178010,2.female
27028,213179010,1.male
27029,213179020,2.female
27030,213180010,2.female
27031,213180020,1.male
27032,213185010,2.female
27033,213189010,1.male
27034,213189020,2.female
27035,213190010,1.male
27036,213192010,1.male
27037,213192020,2.female
27038,213195010,2.female
27039,213198010,1.male
27040,213199010,2.female
27041,213202010,1.male
27042,213202020,2.female
27043,213203010,2.female
27044,213204010,2.female
27045,213206010,1.male
27046,213206011,2.female
27047,213206020,2.female
27048,213209010,1.male
27049,213210010,2.female
27050,213217010,1.male
27051,213217020,2.female
27052,213220010,2.female
27053,213221010,2.female
27054,213221020,1.male
27055,213222010,2.female
27056,213222020,1.male
27057,213224010,2.female
27058,213224020,1.male
27059,213225010,1.male
27060,213225020,2.female
27061,213226010,2.female
27062,213233010,2.female
27063,213234010,2.female
27064,213235010,1.male
27065,213235020,2.female
27066,213236010,1.male
27067,213236020,2.female
27068,213238010,1.male
27069,213238020,2.female
27070,213239010,2.female
27071,213242010,2.female
27072,213242020,1.male
27073,213244010,1.male
27074,213244020,2.female
27075,213245010,1.male
27076,213245020,2.female
27077,213247010,1.male
27078,213247020,2.female
27079,213250010,1.male
27080,213250020,2.female
27081,213251010,2.female
27082,213253010,2.female
27083,213253020,1.male
27084,213256010,1.male
27085,213256020,2.female
27086,213257010,1.male
27087,213257020,2.female
27088,213258010,2.female
27089,213258020,1.male
27090,213259010,1.male
27091,213260010,1.male
27092,213263010,2.female
27093,213263020,1.male
27094,213264010,1.male
27095,213264020,2.female
27096,213266010,2.female
27097,213266020,1.male
27098,213269010,1.male
27099,213270010,1.male
27100,213270020,2.female
27101,213273010,2.female
27102,213274010,1.male
27103,213276010,2.female
27104,213277010,2.female
27105,213280010,2.female
27106,213280020,1.male
27107,213284010,1.male
27108,213285010,1.male
27109,213287010,2.female
27110,213288010,2.female
27111,213288020,1.male
27112,213289010,1.male
27113,213291010,2.female
27114,213294010,2.female
27115,213295010,2.female
27116,213296010,2.female
27117,213298010,2.female
27118,213301010,2.female
27119,213306010,2.female
27120,213307010,2.female
27121,213309010,2.female
27122,213310010,1.male
27123,213310020,2.female
27124,213311010,2.female
27125,213312010,2.female
27126,213312020,1.male
27127,213314010,2.female
27128,213315010,2.female
27129,213318010,2.female
27130,213320010,2.female
27131,213320020,1.male
27132,213321010,1.male
27133,213322010,2.female
27134,213324010,2.female
27135,213326010,2.female
27136,213327010,2.female
27137,213328010,2.female
27138,213331010,2.female
27139,213333010,2.female
27140,213333020,1.male
27141,213334010,1.male
27142,213334020,2.female
27143,213335010,2.female
27144,213338010,1.male
27145,213338020,2.female
27146,213339010,2.female
27147,213345010,1.male
27148,213345020,2.female
27149,213346010,1.male
27150,213349010,1.male
27151,213349020,2.female
27152,213351010,2.female
27153,213351020,1.male
27154,213353010,2.female
27155,213353020,1.male
27156,213354010,2.female
27157,213355010,1.male
27158,213355011,2.female
27159,213355020,2.female
27160,213357010,2.female
27161,213358010,2.female
27162,213359010,2.female
27163,213359011,1.male
27164,213360010,2.female
27165,213365010,1.male
27166,213365020,2.female
27167,213367010,1.male
27168,213367020,2.female
27169,213369010,1.male
27170,213370010,2.female
27171,213371010,2.female
27172,213371020,1.male
27173,213372010,1.male
27174,213376010,2.female
27175,213377010,1.male
27176,213377020,2.female
27177,213378010,2.female
27178,213378020,1.male
27179,213379010,1.male
27180,213379020,2.female
27181,213381010,1.male
27182,213381020,2.female
27183,213382010,2.female
27184,213382020,1.male
27185,213384010,2.female
27186,213384020,1.male
27187,213384021,2.female
27188,213388010,2.female
27189,213388020,1.male
27190,213391010,1.male
27191,213391011,2.female
27192,213391020,2.female
27193,213391021,1.male
27194,213391022,1.male
27195,213392010,2.female
27196,213393010,2.female
27197,213393020,1.male
27198,213397010,2.female
27199,213397020,1.male
27200,213398010,2.female
27201,213399010,2.female
27202,213399020,1.male
27203,213399021,2.female
27204,213404010,2.female
27205,213406010,2.female
27206,213407010,1.male
27207,213409010,1.male
27208,213409020,2.female
27209,213410010,1.male
27210,213411010,1.male
27211,213413010,2.female
27212,213414010,2.female
27213,213415010,2.female
27214,213415020,1.male
27215,213416010,1.male
27216,213418010,2.female
27217,213419010,1.male
27218,213419011,2.female
27219,213419020,2.female
27220,213419021,1.male
27221,213420010,1.male
27222,213420020,2.female
27223,213421010,1.male
27224,213422010,2.female
27225,213423010,1.male
27226,213423020,2.female
27227,213424010,1.male
27228,213425010,1.male
27229,213427010,2.female
27230,213428010,2.female
27231,213429010,1.male
27232,213429020,2.female
27233,213430010,2.female
27234,213432010,2.female
27235,213433010,2.female
27236,213434010,2.female
27237,213435010,2.female
27238,213439010,2.female
27239,213441010,2.female
27240,213441020,1.male
27241,213442010,2.female
27242,213442020,1.male
27243,213443010,2.female
27244,213444010,1.male
27245,213444020,2.female
27246,213446010,1.male
27247,213446020,2.female
27248,213448010,2.female
27249,213449010,2.female
27250,213449020,1.male
27251,213450010,2.female
27252,213455010,1.male
27253,213455011,2.female
27254,213465010,2.female
27255,213466010,2.female
27256,213466011,1.male
27257,213467010,2.female
27258,213467020,1.male
27259,213468010,2.female
27260,213471010,2.female
27261,213471020,1.male
27262,213475010,2.female
27263,213479010,1.male
27264,213479020,2.female
27265,500001010,2.female
27266,500001020,1.male
27267,500002010,2.female
27268,500002020,1.male
27269,500003010,2.female
27270,500004010,1.male
27271,500004020,2.female
27272,500005010,2.female
27273,500005020,1.male
27274,500006010,1.male
27275,500007010,1.male
27276,500007020,2.female
27277,500008010,2.female
27278,500008020,1.male
27279,500009010,2.female
27280,500009020,1.male
27281,500012010,2.female
27282,500013010,1.male
27283,500013020,2.female
27284,500014010,2.female
27285,500014020,1.male
27286,500016010,2.female
27287,500017010,1.male
27288,500017020,2.female
27289,500018010,2.female
27290,500018020,1.male
27291,500019010,1.male
27292,500019020,1.male
27293,500020010,2.female
27294,500021010,2.female
27295,500022010,2.female
27296,500023010,2.female
27297,500025010,2.female
27298,500025011,1.male
27299,500028010,1.male
27300,500028020,2.female
27301,500029010,2.female
27302,500029020,1.male
27303,500030010,2.female
27304,500031010,1.male
27305,500031020,2.female
27306,500032010,1.male
27307,500032020,2.female
27308,500033010,2.female
27309,500034010,1.male
27310,500034020,2.female
27311,500035010,2.female
27312,500035020,1.male
27313,500036010,2.female
27314,500036011,1.male
27315,500037010,1.male
27316,500037020,2.female
27317,500038010,1.male
27318,500039010,1.male
27319,500039020,2.female
27320,500041010,2.female
27321,500042010,1.male
27322,500042020,2.female
27323,500043010,1.male
27324,500043020,2.female
27325,500044010,1.male
27326,500044020,2.female
27327,500046010,2.female
27328,500049010,2.female
27329,500049020,1.male
27330,500050010,1.male
27331,500050020,2.female
27332,500051010,1.male
27333,500051020,2.female
27334,500052010,1.male
27335,500052020,2.female
27336,500053010,2.female
27337,500053020,1.male
27338,500054010,2.female
27339,500055010,2.female
27340,500057010,1.male
27341,500057011,2.female
27342,500058010,1.male
27343,500058020,2.female
27344,500059010,2.female
27345,500060010,1.male
27346,500060020,2.female
27347,500061010,1.male
27348,500061020,2.female
27349,500063010,1.male
27350,500063020,2.female
27351,500064010,1.male
27352,500064011,2.female
27353,500066010,2.female
27354,500067010,2.female
27355,500067020,1.male
27356,500068010,2.female
27357,500070010,2.female
27358,500070020,1.male
27359,500071010,2.female
27360,500071011,1.male
27361,500071020,1.male
27362,500072010,2.female
27363,500073010,1.male
27364,500076010,1.male
27365,500077010,1.male
27366,500078010,2.female
27367,500078020,1.male
27368,500079010,2.female
27369,500079020,1.male
27370,500080010,1.male
27371,500081010,1.male
27372,500082010,1.male
27373,500083010,2.female
27374,500083020,1.male
27375,500084010,2.female
27376,500084020,1.male
27377,500085010,1.male
27378,500085020,2.female
27379,500086010,1.male
27380,500086020,2.female
27381,500087010,1.male
27382,500088010,1.male
27383,500088020,2.female
27384,500089010,1.male
27385,500089020,2.female
27386,500090010,2.female
27387,500090020,1.male
27388,500091020,2.female
27389,500092010,2.female
27390,500094010,2.female
27391,500094020,1.male
27392,500095010,1.male
27393,500095020,2.female
27394,500096010,2.female
27395,500097010,2.female
27396,500097020,1.male
27397,500098010,2.female
27398,500098020,1.male
27399,500099010,2.female
27400,500100010,2.female
27401,500103010,1.male
27402,500104010,2.female
27403,500104020,1.male
27404,500105010,2.female
27405,500105020,1.male
27406,500106010,1.male
27407,500106020,2.female
27408,500107010,2.female
27409,500107020,1.male
27410,500108010,1.male
27411,500108020,2.female
27412,500109010,2.female
27413,500109020,1.male
27414,500110010,2.female
27415,500110020,1.male
27416,500111010,1.male
27417,500111011,2.female
27418,500112010,2.female
27419,500112020,1.male
27420,500113010,2.female
27421,500113020,1.male
27422,500115010,2.female
27423,500115020,1.male
27424,500117010,1.male
27425,500117020,2.female
27426,500118010,2.female
27427,500118020,1.male
27428,500121010,1.male
27429,500121020,2.female
27430,500122010,1.male
27431,500124010,1.male
27432,500124011,2.female
27433,500125010,2.female
27434,500125020,1.male
27435,500126010,2.female
27436,500126020,1.male
27437,500127010,2.female
27438,500127011,1.male
27439,500129010,1.male
27440,500129020,2.female
27441,500130010,2.female
27442,500131010,2.female
27443,500132010,2.female
27444,500132020,1.male
27445,500135010,1.male
27446,500135020,2.female
27447,500136010,1.male
27448,500136020,2.female
27449,500138010,2.female
27450,500138020,1.male
27451,500139010,2.female
27452,500139020,1.male
27453,500140010,2.female
27454,500140011,1.male
27455,500141010,2.female
27456,500143010,1.male
27457,500143020,2.female
27458,500147010,2.female
27459,500147011,1.male
27460,500149010,2.female
27461,500149020,1.male
27462,500150010,2.female
27463,500151010,2.female
27464,500151020,1.male
27465,500152010,2.female
27466,500152020,1.male
27467,500152021,2.female
27468,500153010,1.male
27469,500153020,2.female
27470,500154010,1.male
27471,500155010,2.female
27472,500157010,2.female
27473,500158010,2.female
27474,500160010,2.female
27475,500161010,2.female
27476,500161020,1.male
27477,500163010,1.male
27478,500163020,2.female
27479,500164010,2.female
27480,500164020,1.male
27481,500165010,2.female
27482,500166010,2.female
27483,500166020,1.male
27484,500167010,1.male
27485,500167020,2.female
27486,500168010,1.male
27487,500168020,2.female
27488,500170010,1.male
27489,500170020,2.female
27490,500171010,2.female
27491,500172010,1.male
27492,500172020,2.female
27493,500173010,1.male
27494,500173011,2.female
27495,500174010,1.male
27496,500174020,2.female
27497,500175010,2.female
27498,500175020,1.male
27499,500177010,2.female
27500,500178010,1.male
27501,500179010,2.female
27502,500180010,2.female
27503,500181010,1.male
27504,500181020,2.female
27505,500182010,2.female
27506,500182020,1.male
27507,500183010,2.female
27508,500183020,1.male
27509,500184010,2.female
27510,500186010,2.female
27511,500186020,1.male
27512,500188010,1.male
27513,500188020,2.female
27514,500189010,2.female
27515,500189020,1.male
27516,500191010,2.female
27517,500192010,2.female
27518,500198010,2.female
27519,500198020,1.male
27520,500200010,1.male
27521,500200020,2.female
27522,500201010,1.male
27523,500201020,2.female
27524,500202010,1.male
27525,500202011,2.female
27526,500203010,1.male
27527,500204010,1.male
27528,500204020,2.female
27529,500206010,1.male
27530,500207010,2.female
27531,500208010,2.female
27532,500209010,1.male
27533,500210010,2.female
27534,500210020,1.male
27535,500211010,1.male
27536,500211020,2.female
27537,500212010,2.female
27538,500213010,1.male
27539,500213020,2.female
27540,500216010,1.male
27541,500217010,1.male
27542,500219010,1.male
27543,500220010,2.female
27544,500220020,1.male
27545,500221010,2.female
27546,500221011,1.male
27547,500222010,1.male
27548,500222020,2.female
27549,500223010,1.male
27550,500223020,2.female
27551,500224010,1.male
27552,500224020,2.female
27553,500225010,1.male
27554,500225011,2.female
27555,500225020,2.female
27556,500226010,2.female
27557,500226020,1.male
27558,500227010,2.female
27559,500228010,1.male
27560,500230010,2.female
27561,500230011,1.male
27562,500231010,2.female
27563,500232010,1.male
27564,500232020,2.female
27565,500233010,2.female
27566,500233020,1.male
27567,500234010,2.female
27568,500234020,1.male
27569,500236010,1.male
27570,500236011,2.female
27571,500236012,2.female
27572,500237010,1.male
27573,500237020,2.female
27574,500238010,2.female
27575,500238020,1.male
27576,500239010,1.male
27577,500239020,2.female
27578,500240010,2.female
27579,500243010,1.male
27580,500243020,2.female
27581,500244010,1.male
27582,500244020,2.female
27583,500245010,2.female
27584,500245020,1.male
27585,500246010,1.male
27586,500246020,2.female
27587,500247010,1.male
27588,500248010,2.female
27589,500248020,1.male
27590,500249010,2.female
27591,500249020,1.male
27592,500250010,2.female
27593,500251010,2.female
27594,500252010,1.male
27595,500252020,2.female
27596,500253010,1.male
27597,500253020,2.female
27598,500254010,2.female
27599,500255010,2.female
27600,500255011,1.male
27601,500258010,2.female
27602,500260010,1.male
27603,500260020,2.female
27604,500261010,1.male
27605,500261020,2.female
27606,500261021,1.male
27607,500264010,2.female
27608,500264020,1.male
27609,500265010,2.female
27610,500266010,2.female
27611,500266020,1.male
27612,500267010,2.female
27613,500269010,2.female
27614,500269020,1.male
27615,500270010,2.female
27616,500270011,1.male
27617,500270020,1.male
27618,500271010,2.female
27619,500272010,2.female
27620,500272020,1.male
27621,500273010,2.female
27622,500273020,1.male
27623,500274010,2.female
27624,500274020,1.male
27625,500276010,2.female
27626,500277010,1.male
27627,500277020,2.female
27628,500278010,2.female
27629,500279010,2.female
27630,500280010,1.male
27631,500281010,1.male
27632,500281020,2.female
27633,500284010,2.female
27634,500286020,2.female
27635,500288010,2.female
27636,500290010,2.female
27637,500290020,1.male
27638,500291010,1.male
27639,500291020,2.female
27640,500292010,2.female
27641,500293010,1.male
27642,500293020,2.female
27643,500294010,2.female
27644,500295010,2.female
27645,500296010,2.female
27646,500296020,1.male
27647,500296021,2.female
27648,500296022,2.female
27649,500297010,2.female
27650,500298010,1.male
27651,500298020,2.female
27652,500299010,2.female
27653,500299020,1.male
27654,500301010,2.female
27655,500301020,1.male
27656,500303010,2.female
27657,500305010,1.male
27658,500306010,1.male
27659,500307010,1.male
27660,500307020,2.female
27661,500308010,1.male
27662,500308020,1.male
27663,500309010,1.male
27664,500309020,2.female
27665,500310010,2.female
27666,500311010,1.male
27667,500311020,2.female
27668,500312010,1.male
27669,500312020,2.female
27670,500313010,2.female
27671,500313020,1.male
27672,500317010,2.female
27673,500317020,1.male
27674,500318010,2.female
27675,500321010,2.female
27676,500322010,2.female
27677,500322020,1.male
27678,500323010,2.female
27679,500324010,2.female
27680,500324020,1.male
27681,500325010,1.male
27682,500325020,2.female
27683,500325021,1.male
27684,500326010,1.male
27685,500326020,2.female
27686,500327010,1.male
27687,500327011,2.female
27688,500327020,2.female
27689,500328010,2.female
27690,500328020,1.male
27691,500329010,2.female
27692,500329020,1.male
27693,500330010,2.female
27694,500330020,1.male
27695,500332010,1.male
27696,500332020,2.female
27697,500336010,1.male
27698,500336020,2.female
27699,500337010,2.female
27700,500337020,1.male
27701,500338010,2.female
27702,500339010,2.female
27703,500339020,1.male
27704,500340010,2.female
27705,500342010,1.male
27706,500342020,2.female
27707,500344010,2.female
27708,500344020,1.male
27709,500345010,2.female
27710,500346010,2.female
27711,500346020,1.male
27712,500347010,2.female
27713,500347020,1.male
27714,500347021,2.female
27715,500348010,2.female
27716,500351010,1.male
27717,500352010,2.female
27718,500355010,1.male
27719,500355020,2.female
27720,500356010,2.female
27721,500356020,1.male
27722,500357010,2.female
27723,500358010,2.female
27724,500358020,1.male
27725,500359010,1.male
27726,500360010,1.male
27727,500360020,2.female
27728,500361010,1.male
27729,500361020,2.female
27730,500362010,2.female
27731,500363010,1.male
27732,500363020,2.female
27733,500364010,2.female
27734,500364011,1.male
27735,500366010,1.male
27736,500366020,2.female
27737,500367010,2.female
27738,500367020,1.male
27739,500369010,2.female
27740,500369020,1.male
27741,500370010,2.female
27742,500370011,1.male
27743,500371010,1.male
27744,500371020,1.male
27745,500371021,1.male
27746,500372010,1.male
27747,500372020,2.female
27748,500373010,2.female
27749,500373020,1.male
27750,500374010,2.female
27751,500374020,1.male
27752,500375010,2.female
27753,500377010,1.male
27754,500377020,2.female
27755,500378010,2.female
27756,500378011,1.male
27757,500380010,2.female
27758,500380020,1.male
27759,500381010,1.male
27760,500382010,2.female
27761,500383010,2.female
27762,500384010,2.female
27763,500385010,1.male
27764,500385020,2.female
27765,500387010,2.female
27766,500387011,1.male
27767,500389010,2.female
27768,500390010,1.male
27769,500390020,2.female
27770,500391010,1.male
27771,500391020,2.female
27772,500393010,2.female
27773,500393020,1.male
27774,500394010,2.female
27775,500396010,2.female
27776,500396020,1.male
27777,500397010,2.female
27778,500397020,1.male
27779,500400010,1.male
27780,500400020,2.female
27781,500401010,2.female
