,hhidpn,r12sayret
25154,210559010,
25155,210559020,
25156,210562010,
25157,210562020,1.completely retired
25158,210565010,
25159,210566010,
25160,210567010,
25161,210570010,
25162,210575010,
25163,210575020,1.completely retired
25164,210576010,1.completely retired
25165,210577010,
25166,210577020,
25167,210578010,1.completely retired
25168,210583010,
25169,210585010,1.completely retired
25170,210585011,0.not retired
25171,210585020,
25172,210586010,
25173,210590010,
25174,210591010,1.completely retired
25175,210592010,
25176,210592020,
25177,210594010,
25178,210598010,1.completely retired
25179,210601010,
25180,210601011,0.not retired
25181,210604010,
25182,210606010,
25183,210606011,1.completely retired
25184,210606020,
25185,210608010,
25186,210616010,
25187,210623010,2.partly retired
25188,210624010,
25189,210624020,
25190,210625010,
25191,210626010,
25192,210631010,
25193,210631020,
25194,210634010,
25195,210637010,1.completely retired
25196,210645010,
25197,210647010,
25198,210649010,
25199,210650010,
25200,210651010,1.completely retired
25201,210651020,1.completely retired
25202,210653010,1.completely retired
25203,210654010,1.completely retired
25204,210659010,1.completely retired
25205,210659020,1.completely retired
25206,210661010,1.completely retired
25207,210661020,1.completely retired
25208,210663010,
25209,210666010,
25210,210666020,
25211,210669010,
25212,210669020,
25213,210673010,
25214,210674010,
25215,210674020,
25216,210677010,
25217,210679010,1.completely retired
25218,210679020,
25219,210680010,1.completely retired
25220,210680020,
25221,210685010,1.completely retired
25222,210685020,1.completely retired
25223,210690010,2.partly retired
25224,210690020,
25225,210691010,
25226,210691020,
25227,210695010,
25228,210700010,
25229,210700020,
25230,210701010,
25231,210708010,
25232,210708020,
25233,210709010,
25234,210713010,
25235,210719010,
25236,210719020,
25237,210720010,
25238,210720020,
25239,210723010,
25240,210724010,
25241,210724020,
25242,210725010,
25243,210725020,1.completely retired
25244,210730010,
25245,210730020,
25246,210731010,
25247,210731020,1.completely retired
25248,210732010,
25249,210737010,
25250,210738010,1.completely retired
25251,210739010,
25252,210739020,
25253,210740010,1.completely retired
25254,210740020,1.completely retired
25255,210741010,1.completely retired
25256,210742010,1.completely retired
25257,210742020,1.completely retired
25258,210748010,
25259,210748020,1.completely retired
25260,210749010,
25261,210756010,
25262,210759010,
25263,210760010,1.completely retired
25264,210760020,
25265,210762010,
25266,210767010,
25267,210767020,
25268,210768010,
25269,210770010,
25270,210771010,
25271,210773010,
25272,210775010,
25273,210775020,2.partly retired
25274,210776010,1.completely retired
25275,210776020,
25276,210778010,
25277,210779010,
25278,210780010,1.completely retired
25279,210786010,
25280,210788010,
25281,210788011,
25282,210791010,1.completely retired
25283,210791020,1.completely retired
25284,210793010,
25285,210794010,
25286,210796010,
25287,210798010,
25288,210798020,
25289,210800010,1.completely retired
25290,210801010,
25291,210802010,1.completely retired
25292,210804010,
25293,210805010,2.partly retired
25294,210805020,
25295,210811010,
25296,210811020,
25297,210812010,1.completely retired
25298,210812020,
25299,210814010,1.completely retired
25300,210814020,
25301,210815010,
25302,210815020,
25303,210816010,1.completely retired
25304,210816020,1.completely retired
25305,210819010,
25306,210819020,1.completely retired
25307,210822010,
25308,210823010,
25309,210824010,
25310,210826010,
25311,210827010,
25312,210827020,
25313,210828010,1.completely retired
25314,210832010,
25315,210835010,1.completely retired
25316,210835020,1.completely retired
25317,210836010,
25318,210838010,
25319,210838020,
25320,210840010,
25321,210840020,
25322,210842010,1.completely retired
25323,210843010,
25324,210843020,1.completely retired
25325,210844010,1.completely retired
25326,210845010,
25327,210846010,2.partly retired
25328,210849010,
25329,210852010,1.completely retired
25330,210854010,
25331,210854020,
25332,210855010,
25333,210855020,
25334,210859010,
25335,210861010,1.completely retired
25336,210862010,
25337,210863010,
25338,210863020,
25339,210864010,
25340,210864020,1.completely retired
25341,210865010,
25342,210866010,
25343,210867010,1.completely retired
25344,210867020,
25345,210868010,
25346,210868020,1.completely retired
25347,210871010,1.completely retired
25348,210871020,1.completely retired
25349,210872010,
25350,210872020,
25351,210875010,
25352,210877010,
25353,210881010,
25354,210881020,
25355,210887010,
25356,210887020,
25357,210891010,
25358,210892010,
25359,210897010,
25360,210899010,
25361,210900010,
25362,210902010,
25363,210902020,
25364,210904010,1.completely retired
25365,210905010,1.completely retired
25366,210906010,
25367,210906020,1.completely retired
25368,210907010,
25369,210907020,
25370,210911010,
25371,210912010,
25372,210912020,
25373,210913010,1.completely retired
25374,210913020,
25375,210914010,
25376,210914020,3.question irrelevant
25377,210916010,
25378,210918010,3.question irrelevant
25379,210921010,1.completely retired
25380,210921020,1.completely retired
25381,210922010,
25382,210924010,
25383,210924020,
25384,210926010,
25385,210926020,
25386,210938010,1.completely retired
25387,210938020,
25388,210939010,1.completely retired
25389,210940010,
25390,210944010,
25391,210944020,
25392,210946010,
25393,210949010,
25394,210949020,1.completely retired
25395,210950010,
25396,210950020,
25397,210954010,
25398,210960010,1.completely retired
25399,210961010,1.completely retired
25400,210961020,
25401,210964010,
25402,210966010,
25403,210972010,
25404,210972020,1.completely retired
25405,210974010,1.completely retired
25406,210974011,0.not retired
25407,210974020,
25408,210976010,
25409,210976020,1.completely retired
25410,210977010,
25411,210977020,1.completely retired
25412,210980010,3.question irrelevant
25413,210980020,
25414,210981010,1.completely retired
25415,210986010,
25416,210990010,
25417,210997010,1.completely retired
25418,211000010,2.partly retired
25419,211003010,1.completely retired
25420,211004010,
25421,211004020,
25422,211005010,1.completely retired
25423,211009010,1.completely retired
25424,211009020,
25425,211010010,
25426,211013010,1.completely retired
25427,211014010,
25428,211014020,1.completely retired
25429,211015010,
25430,211015020,
25431,211016010,
25432,211019010,
25433,211019020,1.completely retired
25434,211025010,
25435,211025020,1.completely retired
25436,211028010,
25437,211031010,
25438,211032010,1.completely retired
25439,211034010,
25440,211036010,1.completely retired
25441,211038010,1.completely retired
25442,211040010,1.completely retired
25443,211041010,
25444,211042010,
25445,211042020,
25446,211044010,
25447,211044020,
25448,211047010,
25449,211047020,1.completely retired
25450,211050010,1.completely retired
25451,211050020,1.completely retired
25452,211051010,
25453,211051020,1.completely retired
25454,211066010,
25455,211066020,1.completely retired
25456,211070010,
25457,211071010,
25458,211071020,
25459,211072010,
25460,211072020,
25461,211073010,
25462,211073020,1.completely retired
25463,211074010,
25464,211074020,1.completely retired
25465,211079010,
25466,211086010,1.completely retired
25467,211087010,
25468,211087020,1.completely retired
25469,211090010,1.completely retired
25470,211091010,1.completely retired
25471,211092010,1.completely retired
25472,211092020,1.completely retired
25473,211093010,
25474,211095010,
25475,211096010,
25476,211097010,
25477,211098010,
25478,211098020,3.question irrelevant
25479,211102010,1.completely retired
25480,211104010,
25481,211107010,
25482,211107020,
25483,211112010,
25484,211112020,
25485,211113010,
25486,211114010,
25487,211114020,
25488,211115010,1.completely retired
25489,211115020,
25490,211116010,
25491,211116020,
25492,211117010,
25493,211117020,1.completely retired
25494,211119010,
25495,211119020,
25496,211120010,1.completely retired
25497,211125010,
25498,211127010,
25499,211128010,1.completely retired
25500,211128020,
25501,211129010,
25502,211129020,1.completely retired
25503,211132010,
25504,211133010,
25505,211136010,
25506,211137010,1.completely retired
25507,211137020,
25508,211141010,
25509,211142010,
25510,211143010,
25511,211144010,1.completely retired
25512,211144020,
25513,211145010,1.completely retired
25514,211147010,
25515,211151010,
25516,211151020,
25517,211152010,
25518,211153010,
25519,211153020,
25520,211155010,
25521,211156010,
25522,211157010,1.completely retired
25523,211157020,1.completely retired
25524,211159010,
25525,211159020,1.completely retired
25526,211168010,1.completely retired
25527,211168020,
25528,211170010,
25529,211173010,
25530,211173020,0.not retired
25531,211174010,
25532,211175010,
25533,211178010,
25534,211181010,
25535,211182010,
25536,211182020,1.completely retired
25537,211184010,3.question irrelevant
25538,211185010,1.completely retired
25539,211185020,
25540,211187010,
25541,211187020,
25542,211188010,
25543,211190010,1.completely retired
25544,211193010,1.completely retired
25545,211193020,1.completely retired
25546,211194010,
25547,211194020,1.completely retired
25548,211195010,1.completely retired
25549,211195020,
25550,211196010,
25551,211198010,
25552,211198020,1.completely retired
25553,211200010,
25554,211200020,
25555,211201010,
25556,211204010,
25557,211206010,1.completely retired
25558,211206020,
25559,211207010,3.question irrelevant
25560,211207011,
25561,211207020,
25562,211210010,
25563,211210020,
25564,211211010,
25565,211211020,1.completely retired
25566,211212010,1.completely retired
25567,211214010,
25568,211216010,1.completely retired
25569,211218010,
25570,211218020,
25571,211220010,
25572,211220020,
25573,211221010,
25574,211221020,
25575,211222010,
25576,211226010,
25577,211227010,
25578,211227020,
25579,211228010,
25580,211229010,1.completely retired
25581,211229020,
25582,211232010,
25583,211234010,
25584,211236010,
25585,211237010,
25586,211239010,1.completely retired
25587,211239020,
25588,211244010,1.completely retired
25589,211244020,1.completely retired
25590,211245010,
25591,211245020,2.partly retired
25592,211246010,1.completely retired
25593,211254010,
25594,211255010,
25595,211256010,1.completely retired
25596,211256020,
25597,211259010,1.completely retired
25598,211259020,
25599,211260010,
25600,211260020,
25601,211262010,1.completely retired
25602,211266010,1.completely retired
25603,211266011,1.completely retired
25604,211272010,
25605,211275010,
25606,211276010,
25607,211276020,1.completely retired
25608,211277010,
25609,211278010,
25610,211278020,1.completely retired
25611,211279010,1.completely retired
25612,211281010,
25613,211283010,3.question irrelevant
25614,211283020,1.completely retired
25615,211284010,1.completely retired
25616,211284020,1.completely retired
25617,211285010,
25618,211286010,1.completely retired
25619,211286020,1.completely retired
25620,211287010,1.completely retired
25621,211290010,
25622,211290020,
25623,211293010,
25624,211294010,
25625,211294020,
25626,211295010,
25627,211296010,3.question irrelevant
25628,211296020,1.completely retired
25629,211297010,
25630,211297020,
25631,211299010,
25632,211299020,1.completely retired
25633,211301010,
25634,211302010,
25635,211302020,
25636,211303010,
25637,211303011,1.completely retired
25638,211304010,
25639,211304020,
25640,211305010,
25641,211305020,1.completely retired
25642,211308010,1.completely retired
25643,211308020,1.completely retired
25644,211309010,
25645,211310010,1.completely retired
25646,211314010,
25647,211317010,
25648,211317020,1.completely retired
25649,211319010,
25650,211319020,
25651,211320010,
25652,211320020,
25653,211321010,
25654,211321020,
25655,211324010,
25656,211324020,
25657,211325010,1.completely retired
25658,211325020,1.completely retired
25659,211326010,1.completely retired
25660,211329010,1.completely retired
25661,211329020,
25662,211330010,1.completely retired
25663,211330020,
25664,211331010,1.completely retired
25665,211333010,
25666,211335010,1.completely retired
25667,211335020,1.completely retired
25668,211337010,
25669,211337020,
25670,211339010,
25671,211341010,
25672,211342010,
25673,211342020,
25674,211344010,
25675,211345010,1.completely retired
25676,211349010,
25677,211350010,
25678,211350020,
25679,211352010,
25680,211352020,1.completely retired
25681,211353010,
25682,211353020,
25683,211362010,
25684,211363010,
25685,211367010,1.completely retired
25686,211367020,1.completely retired
25687,211369010,1.completely retired
25688,211369020,
25689,211370010,1.completely retired
25690,211370020,1.completely retired
25691,211371010,1.completely retired
25692,211371020,1.completely retired
25693,211372010,
25694,211372020,1.completely retired
25695,211374010,
25696,211375010,
25697,211375020,
25698,211376010,1.completely retired
25699,211376020,1.completely retired
25700,211379010,
25701,211379020,
25702,211380010,1.completely retired
25703,211380020,
25704,211382010,
25705,211382011,
25706,211386010,1.completely retired
25707,211387010,
25708,211388010,1.completely retired
25709,211388020,
25710,211389010,1.completely retired
25711,211389020,
25712,211391010,1.completely retired
25713,211392010,
25714,211397010,
25715,211398010,1.completely retired
25716,211399010,1.completely retired
25717,211400010,1.completely retired
25718,211400020,1.completely retired
25719,211401010,
25720,211402010,
25721,211406010,
25722,211406020,1.completely retired
25723,211408010,
25724,211410010,
25725,211410020,
25726,211411010,1.completely retired
25727,211412010,3.question irrelevant
25728,211413010,
25729,211413020,
25730,211415010,
25731,211415020,3.question irrelevant
25732,211416010,
25733,211416020,
25734,211418010,1.completely retired
25735,211419010,1.completely retired
25736,211419020,
25737,211420010,3.question irrelevant
25738,211420020,1.completely retired
25739,211421010,
25740,211421020,
25741,211425010,1.completely retired
25742,211425020,1.completely retired
25743,211426010,
25744,211429010,1.completely retired
25745,211430010,
25746,211430020,
25747,211433010,
25748,211434010,
25749,211435010,
25750,211437010,
25751,211439010,
25752,211440010,
25753,211440020,1.completely retired
25754,211443010,1.completely retired
25755,211443020,
25756,211445010,
25757,211445020,
25758,211447010,
25759,211449010,
25760,211449020,
25761,211453010,
25762,211453020,
25763,211456010,
25764,211458010,
25765,211459010,
25766,211459020,1.completely retired
25767,211460010,
25768,211461010,
25769,211461020,1.completely retired
25770,211462010,1.completely retired
25771,211462020,1.completely retired
25772,211464010,
25773,211465010,
25774,211465020,
25775,211466010,
25776,211466020,
25777,211471010,
25778,211471020,1.completely retired
25779,211473010,
25780,211474010,
25781,211475010,
25782,211477010,
25783,211479010,
25784,211479020,
25785,211482010,
25786,211482020,
25787,211490010,
25788,211490020,
25789,211493010,
25790,211493020,2.partly retired
25791,211494010,1.completely retired
25792,211494020,
25793,211495010,
25794,211497010,
25795,211503010,1.completely retired
25796,211504010,
25797,211504020,
25798,211505010,1.completely retired
25799,211505020,3.question irrelevant
25800,211507010,
25801,211507020,
25802,211509010,
25803,211510010,3.question irrelevant
25804,211511010,
25805,211511020,1.completely retired
25806,211513010,1.completely retired
25807,211514010,3.question irrelevant
25808,211515010,1.completely retired
25809,211515020,
25810,211517010,
25811,211517020,1.completely retired
25812,211518010,
25813,211519010,
25814,211523010,1.completely retired
25815,211523020,1.completely retired
25816,211526010,
25817,211527010,
25818,211529010,
25819,211529020,1.completely retired
25820,211530010,
25821,211530020,1.completely retired
25822,211530021,0.not retired
25823,211533010,1.completely retired
25824,211533020,1.completely retired
25825,211536010,
25826,211536020,1.completely retired
25827,211537010,1.completely retired
25828,211537020,1.completely retired
25829,211539010,
25830,211539011,1.completely retired
25831,211540010,
25832,211541010,
25833,211543010,3.question irrelevant
25834,211544010,1.completely retired
25835,211544020,
25836,211545010,
25837,211545020,
25838,211546010,1.completely retired
25839,211548010,
25840,211551010,
25841,211552010,
25842,211556010,
25843,211556020,
25844,211558010,1.completely retired
25845,211558020,
25846,211559010,
25847,211561010,1.completely retired
25848,211562010,
25849,211563010,
25850,211564010,
25851,211566010,
25852,211568010,1.completely retired
25853,211568020,1.completely retired
25854,211569010,
25855,211570010,
25856,211572010,
25857,211572020,
25858,211575010,
25859,211575020,1.completely retired
25860,211577010,1.completely retired
25861,211577011,1.completely retired
25862,211578010,
25863,211579010,
25864,211579020,
25865,211582010,
25866,211582020,
25867,211586010,1.completely retired
25868,211586020,1.completely retired
25869,211588010,
25870,211588020,1.completely retired
25871,211590010,
25872,211592010,
25873,211593010,
25874,211594010,
25875,211597010,
25876,211597020,
25877,211598010,
25878,211599010,1.completely retired
25879,211600010,
25880,211601010,
25881,211602010,1.completely retired
25882,211604010,
25883,211605010,
25884,211605020,
25885,211607010,1.completely retired
25886,211607020,1.completely retired
25887,211609010,
25888,211611010,
25889,211614010,
25890,211614020,2.partly retired
25891,211616010,1.completely retired
25892,211616020,1.completely retired
25893,211617010,
25894,211617020,
25895,211622010,
25896,211623010,
25897,211623020,1.completely retired
25898,211624010,
25899,211624020,1.completely retired
25900,211626010,
25901,211628010,1.completely retired
25902,211632010,1.completely retired
25903,211635010,
25904,211639010,
25905,211643010,
25906,211643020,
25907,211644010,
25908,211645010,
25909,211648010,
25910,211650010,
25911,211650020,
25912,211651010,
25913,211657010,1.completely retired
25914,211658010,
25915,211658020,
25916,211659010,
25917,211663010,
25918,211663020,
25919,211665010,1.completely retired
25920,211667010,1.completely retired
25921,211667020,
25922,211669010,
25923,211670010,
25924,211672010,
25925,211680010,
25926,211680020,
25927,211681010,
25928,211685010,
25929,211686010,
25930,211687010,
25931,211689010,
25932,211689020,1.completely retired
25933,211690010,
25934,211690020,
25935,211691010,1.completely retired
25936,211692010,
25937,211692020,1.completely retired
25938,211694010,
25939,211694020,
25940,211695010,
25941,211699010,1.completely retired
25942,211699020,1.completely retired
25943,211700010,1.completely retired
25944,211700020,1.completely retired
25945,211701010,1.completely retired
25946,211701020,3.question irrelevant
25947,211713010,
25948,211713011,1.completely retired
25949,211714010,1.completely retired
25950,211715010,
25951,211715020,1.completely retired
25952,211718010,
25953,211719010,
25954,211721010,
25955,211723010,
25956,211723020,
25957,211724010,
25958,211726010,1.completely retired
25959,211727010,
25960,211727020,
25961,211729010,
25962,211729020,
25963,211732010,1.completely retired
25964,211732020,
25965,211733010,
25966,211735010,1.completely retired
25967,211736010,1.completely retired
25968,211736020,
25969,211737010,
25970,211737011,
25971,211739010,1.completely retired
25972,211739020,
25973,211740010,1.completely retired
25974,211740020,
25975,211743010,
25976,211745010,1.completely retired
25977,211745020,1.completely retired
25978,211746010,
25979,211746020,
25980,211747010,
25981,211747020,
25982,211751010,
25983,211751020,1.completely retired
25984,211753010,
25985,211755010,1.completely retired
25986,211758010,1.completely retired
25987,211759010,1.completely retired
25988,211762010,
25989,211762011,1.completely retired
25990,211763010,1.completely retired
25991,211769010,
25992,211769020,
25993,211770010,
25994,211770020,1.completely retired
25995,211776010,
25996,211777010,
25997,211778010,1.completely retired
25998,211778020,1.completely retired
25999,211785010,
26000,211790010,
26001,211792010,1.completely retired
26002,211792020,1.completely retired
26003,211796010,
26004,211798010,
26005,211799010,
26006,211800010,
26007,211802010,1.completely retired
26008,211802011,1.completely retired
26009,211803010,0.not retired
26010,211810010,
26011,211813010,
26012,211814010,
26013,211814020,1.completely retired
26014,211815010,
26015,211822010,1.completely retired
26016,211822020,
26017,211825010,
26018,211827010,
26019,211827020,1.completely retired
26020,211828010,
26021,211829010,1.completely retired
26022,211833010,
26023,211834010,3.question irrelevant
26024,211836010,
26025,211836020,1.completely retired
26026,211838010,1.completely retired
26027,211840010,
26028,211842010,
26029,211843010,1.completely retired
26030,211844010,1.completely retired
26031,211844011,1.completely retired
26032,211845010,
26033,211847010,
26034,211853010,
26035,211853020,
26036,211856010,
26037,211857010,
26038,211857020,1.completely retired
26039,211858010,1.completely retired
26040,211858020,
26041,211861010,
26042,211861020,
26043,211865010,1.completely retired
26044,211865020,
26045,211867010,
26046,211867020,
26047,211869010,1.completely retired
26048,211869020,1.completely retired
26049,211871010,
26050,211873010,
26051,211873020,
26052,211877010,
26053,211877020,
26054,211878010,
26055,211879010,
26056,211880010,
26057,211881010,1.completely retired
26058,211881011,1.completely retired
26059,211882010,
26060,211882020,
26061,211884010,
26062,211884020,2.partly retired
26063,211884021,2.partly retired
26064,211886010,1.completely retired
26065,211886020,1.completely retired
26066,211887010,1.completely retired
26067,211887020,1.completely retired
26068,211888010,1.completely retired
26069,211888020,1.completely retired
26070,211889010,
26071,211889020,1.completely retired
26072,211890010,1.completely retired
26073,211890020,
26074,211893010,1.completely retired
26075,211895010,1.completely retired
26076,211897010,
26077,211897020,
26078,211899010,
26079,211900010,
26080,211900020,
26081,211907010,1.completely retired
26082,211907020,
26083,211908010,
26084,211908011,1.completely retired
26085,211910010,
26086,211910011,1.completely retired
26087,211911010,1.completely retired
26088,211911020,1.completely retired
26089,211912010,1.completely retired
26090,211912020,1.completely retired
26091,211913010,
26092,211914010,2.partly retired
26093,211915010,
26094,211915020,
26095,211917010,
26096,211919010,1.completely retired
26097,211921010,
26098,211921020,
26099,211923010,
26100,211923020,
26101,211924010,
26102,211924020,
26103,211926010,
26104,211928010,
26105,211932010,
26106,211932020,1.completely retired
26107,211936010,
26108,211936020,1.completely retired
26109,211937010,
26110,211938010,
26111,211941010,
26112,211942010,
26113,211944010,1.completely retired
26114,211944020,
26115,211946010,
26116,211946020,
26117,211949010,1.completely retired
26118,211953010,
26119,211953020,1.completely retired
26120,211956010,
26121,211957010,
26122,211958010,2.partly retired
26123,211958020,1.completely retired
26124,211964010,1.completely retired
26125,211964020,
26126,211967010,
26127,211967020,2.partly retired
26128,211967021,1.completely retired
26129,211970010,1.completely retired
26130,211970020,
26131,211972010,1.completely retired
26132,211972020,1.completely retired
26133,211974010,
26134,211974011,1.completely retired
26135,211976010,
26136,211977010,
26137,211977020,
26138,211979010,
26139,211979020,1.completely retired
26140,211980010,
26141,211982010,1.completely retired
26142,211983010,1.completely retired
26143,211983020,
26144,211986010,
26145,211986020,1.completely retired
26146,211987010,
26147,211989010,
26148,211991010,
26149,211992010,
26150,211993010,
26151,211995010,1.completely retired
26152,211995020,1.completely retired
26153,211996010,0.not retired
26154,211996020,
26155,211997010,1.completely retired
26156,211997020,
26157,211998010,1.completely retired
26158,211998020,
26159,211999010,1.completely retired
26160,212000010,1.completely retired
26161,212000020,1.completely retired
26162,212002010,
26163,212003010,
26164,212003020,
26165,212005010,
26166,212007010,
26167,212011010,1.completely retired
26168,212013010,
26169,212015010,
26170,212017010,1.completely retired
26171,212017020,
26172,212021010,
26173,212026010,
26174,212028010,1.completely retired
26175,212028020,1.completely retired
26176,212030010,
26177,212031010,
26178,212031020,1.completely retired
26179,212032010,
26180,212032020,
26181,212033010,1.completely retired
26182,212033020,
26183,212037010,
26184,212037020,1.completely retired
26185,212039010,
26186,212039020,
26187,212041010,
26188,212043010,
26189,212044010,
26190,212044020,
26191,212046010,1.completely retired
26192,212046020,
26193,212049010,
26194,212053010,
26195,212055010,
26196,212056010,
26197,212057010,
26198,212059010,1.completely retired
26199,212061010,2.partly retired
26200,212063010,
26201,212064010,1.completely retired
26202,212064020,
26203,212065010,
26204,212066010,
26205,212070010,
26206,212071010,
26207,212072010,
26208,212072020,3.question irrelevant
26209,212078010,
26210,212080010,1.completely retired
26211,212080020,1.completely retired
26212,212081010,
26213,212083010,1.completely retired
26214,212084010,2.partly retired
26215,212088010,
26216,212089010,
26217,212090010,
26218,212090020,
26219,212092010,1.completely retired
26220,212092020,1.completely retired
26221,212094010,0.not retired
26222,212096010,2.partly retired
26223,212097010,1.completely retired
26224,212100010,
26225,212100020,
26226,212102010,
26227,212102020,
26228,212103010,
26229,212103020,
26230,212106010,
26231,212107010,
26232,212109010,1.completely retired
26233,212109020,1.completely retired
26234,212114010,
26235,212115010,1.completely retired
26236,212115020,1.completely retired
26237,212116010,
26238,212117010,1.completely retired
26239,212118010,
26240,212121010,
26241,212130010,
26242,212135010,
26243,212137010,
26244,212137020,
26245,212138010,1.completely retired
26246,212139010,
26247,212139020,
26248,212143010,
26249,212143020,
26250,212144010,
26251,212145010,
26252,212146010,
26253,212147010,1.completely retired
26254,212149010,
26255,212150010,
26256,212150020,
26257,212152010,
26258,212153010,
26259,212156010,
26260,212158010,
26261,212160010,
26262,212160020,
26263,212162010,
26264,212162020,
26265,212166010,2.partly retired
26266,212166020,
26267,212168010,
26268,212169010,1.completely retired
26269,212170010,
26270,212170020,1.completely retired
26271,212176010,1.completely retired
26272,212176020,2.partly retired
26273,212178010,
26274,212181010,2.partly retired
26275,212182010,1.completely retired
26276,212182020,
26277,212183010,
26278,212185010,
26279,212186010,1.completely retired
26280,212187010,
26281,212191010,
26282,212194010,
26283,212194020,
26284,212196010,1.completely retired
26285,212196020,
26286,212197010,3.question irrelevant
26287,212198010,1.completely retired
26288,212198020,2.partly retired
26289,212200010,1.completely retired
26290,212200020,1.completely retired
26291,212203010,
26292,212203020,
26293,212207010,1.completely retired
26294,212207011,1.completely retired
26295,212207020,
26296,212209010,
26297,212215010,
26298,212216010,
26299,212216020,1.completely retired
26300,212217010,
26301,212217020,
26302,212220010,
26303,212222010,
26304,212223010,
26305,212225010,1.completely retired
26306,212225020,1.completely retired
26307,212226010,1.completely retired
26308,212227010,
26309,212228010,
26310,212228020,1.completely retired
26311,212229010,
26312,212234010,
26313,212235010,
26314,212237010,3.question irrelevant
26315,212237020,
26316,212238010,
26317,212239010,
26318,212241010,1.completely retired
26319,212241011,1.completely retired
26320,212243010,
26321,212243020,
26322,212245010,
26323,212247010,
26324,212252010,1.completely retired
26325,212252020,
26326,212253010,1.completely retired
26327,212253020,1.completely retired
26328,212254010,
26329,212254020,3.question irrelevant
26330,212255010,
26331,212256010,
26332,212256020,
26333,212259010,1.completely retired
26334,212259020,1.completely retired
26335,212260010,
26336,212261010,1.completely retired
26337,212263010,1.completely retired
26338,212263020,1.completely retired
26339,212264010,
26340,212266010,
26341,212266020,
26342,212272010,
26343,212273010,
26344,212274010,
26345,212275010,
26346,212276010,
26347,212277010,
26348,212278010,
26349,212279010,1.completely retired
26350,212279020,1.completely retired
26351,212280010,1.completely retired
26352,212282010,
26353,212282020,1.completely retired
26354,212287010,
26355,212288010,1.completely retired
26356,212288020,1.completely retired
26357,212289010,
26358,212291010,
26359,212291020,
26360,212292010,
26361,212292020,
26362,212293010,1.completely retired
26363,212298010,1.completely retired
26364,212298020,3.question irrelevant
26365,212299010,1.completely retired
26366,212299020,1.completely retired
26367,212301010,
26368,212301020,
26369,212302010,2.partly retired
26370,212302020,
26371,212304010,1.completely retired
26372,212307010,
26373,212308010,
26374,212308011,1.completely retired
26375,212308020,
26376,212309010,1.completely retired
26377,212309011,1.completely retired
26378,212309020,
26379,212310010,
26380,212310020,1.completely retired
26381,212312010,1.completely retired
26382,212313010,
26383,212314010,1.completely retired
26384,212318010,
26385,212319010,
26386,212331010,1.completely retired
26387,212331011,1.completely retired
26388,212334010,
26389,212336010,
26390,212337010,
26391,212340010,1.completely retired
26392,212340020,1.completely retired
26393,212341010,
26394,212341020,
26395,212350010,1.completely retired
26396,212351010,1.completely retired
26397,212354010,1.completely retired
26398,212354020,1.completely retired
26399,212356010,1.completely retired
26400,212356020,1.completely retired
26401,212357010,1.completely retired
26402,212360010,1.completely retired
26403,212360020,1.completely retired
26404,212361010,1.completely retired
26405,212361020,1.completely retired
26406,212363010,1.completely retired
26407,212370010,
26408,212370020,1.completely retired
26409,212375010,1.completely retired
26410,212375020,
26411,212377010,
26412,212378010,
26413,212378020,
26414,212382010,
26415,212383010,1.completely retired
26416,212384010,1.completely retired
26417,212385010,
26418,212387010,
26419,212389010,1.completely retired
26420,212391010,1.completely retired
26421,212391011,
26422,212393010,
26423,212393020,1.completely retired
26424,212394010,1.completely retired
26425,212397010,
26426,212399010,
26427,212399020,
26428,212400010,
26429,212403010,
26430,212403020,1.completely retired
26431,212409010,
26432,212411010,1.completely retired
26433,212411020,1.completely retired
26434,212414010,
26435,212414020,
26436,212417010,1.completely retired
26437,212417020,
26438,212419010,
26439,212421010,
26440,212421020,1.completely retired
26441,212422010,1.completely retired
26442,212424010,
26443,212426010,1.completely retired
26444,212426011,1.completely retired
26445,212427010,
26446,212427020,
26447,212430010,
26448,212430020,
26449,212432010,1.completely retired
26450,212432020,
26451,212438010,
26452,212438011,
26453,212443010,
26454,212445010,1.completely retired
26455,212445020,
26456,212448010,
26457,212448020,
26458,212449010,
26459,212450010,
26460,212452010,1.completely retired
26461,212453010,
26462,212453020,1.completely retired
26463,212455010,
26464,212455020,1.completely retired
26465,212456010,1.completely retired
26466,212456011,
26467,212461010,
26468,212461020,1.completely retired
26469,212462010,
26470,212462020,
26471,212464010,
26472,212466010,
26473,212466020,1.completely retired
26474,212472010,
26475,212473010,1.completely retired
26476,212474010,1.completely retired
26477,212477010,2.partly retired
26478,212477020,1.completely retired
26479,212478010,
26480,212480010,
26481,212480020,
26482,212482010,
26483,212482020,
26484,212483010,
26485,212483020,
26486,212486010,
26487,212486020,
26488,212487010,
26489,212488010,1.completely retired
26490,212488020,1.completely retired
26491,212492010,
26492,212493010,
26493,212493020,
26494,212497010,1.completely retired
26495,212497020,3.question irrelevant
26496,212498010,1.completely retired
26497,212498011,1.completely retired
26498,212499010,1.completely retired
26499,212499020,1.completely retired
26500,212500010,
26501,212501010,
26502,212501020,1.completely retired
26503,212504010,1.completely retired
26504,212505010,1.completely retired
26505,212507010,
26506,212509010,
26507,212509020,1.completely retired
26508,212511010,
26509,212511020,
26510,212512010,
26511,212512011,
26512,212513010,
26513,212514010,
26514,212514020,
26515,212515010,
26516,212515020,1.completely retired
26517,212517010,1.completely retired
26518,212517020,
26519,212518010,
26520,212519010,1.completely retired
26521,212522010,
