,hhidpn,r12sayret
6729,45781040,1.completely retired
6730,45786010,2.partly retired
6731,45786020,1.completely retired
6732,45805010,
6733,45848010,1.completely retired
6734,45848040,
6735,45852010,
6736,45852020,
6737,45867010,3.question irrelevant
6738,45867020,2.partly retired
6739,45869010,
6740,45869020,
6741,45870010,1.completely retired
6742,45870020,1.completely retired
6743,45874010,
6744,45874020,
6745,45875010,
6746,45875040,
6747,45885010,
6748,45885020,1.completely retired
6749,45889010,
6750,45889040,
6751,45895010,
6752,45895020,
6753,45912010,1.completely retired
6754,45912040,
6755,45922010,1.completely retired
6756,45922040,1.completely retired
6757,45923010,1.completely retired
6758,45923020,1.completely retired
6759,45931010,0.not retired
6760,45931040,0.not retired
6761,45943010,
6762,45944010,1.completely retired
6763,45944020,1.completely retired
6764,45949010,1.completely retired
6765,45949020,1.completely retired
6766,45971020,1.completely retired
6767,45971021,1.completely retired
6768,45971030,1.completely retired
6769,45977010,
6770,45977020,
6771,45982010,1.completely retired
6772,45982040,1.completely retired
6773,45984010,1.completely retired
6774,45984020,1.completely retired
6775,45992010,1.completely retired
6776,45992040,2.partly retired
6777,45994030,
6778,45997010,1.completely retired
6779,45998010,1.completely retired
6780,45998040,1.completely retired
6781,46012010,1.completely retired
6782,46012011,1.completely retired
6783,46070020,
6784,46074010,1.completely retired
6785,46074020,1.completely retired
6786,46081010,
6787,46081040,
6788,46100020,
6789,46100030,
6790,46105010,
6791,46105040,
6792,46109010,
6793,46109020,1.completely retired
6794,46119030,2.partly retired
6795,46119040,0.not retired
6796,46131010,
6797,46131020,
6798,46135010,1.completely retired
6799,46138010,1.completely retired
6800,46138020,1.completely retired
6801,46146010,
6802,46146020,
6803,46163010,1.completely retired
6804,46165010,1.completely retired
6805,46187010,1.completely retired
6806,46187040,
6807,46188010,2.partly retired
6808,46188011,1.completely retired
6809,46188040,
6810,46207010,
6811,46207020,
6812,46219020,1.completely retired
6813,46219030,0.not retired
6814,46226010,1.completely retired
6815,46226040,0.not retired
6816,46252020,2.partly retired
6817,46252030,2.partly retired
6818,46283010,1.completely retired
6819,46283040,1.completely retired
6820,46291010,
6821,46291020,
6822,46316010,
6823,46319010,
6824,46319011,1.completely retired
6825,46321010,1.completely retired
6826,46322010,
6827,46331010,
6828,46349010,
6829,46368010,
6830,46368040,
6831,46374010,1.completely retired
6832,46379010,
6833,46379020,
6834,46384010,
6835,46384020,1.completely retired
6836,46391010,
6837,46391040,1.completely retired
6838,46394010,2.partly retired
6839,46394011,0.not retired
6840,46423010,
6841,46423040,
6842,46440010,1.completely retired
6843,46441010,1.completely retired
6844,46441020,
6845,46443010,1.completely retired
6846,46443020,1.completely retired
6847,46448010,
6848,46485020,1.completely retired
6849,46485030,1.completely retired
6850,46493010,
6851,46493040,
6852,46555020,
6853,46555030,
6854,46558010,1.completely retired
6855,46558020,1.completely retired
6856,46559010,1.completely retired
6857,46559020,1.completely retired
6858,46561020,
6859,46561030,
6860,46569010,1.completely retired
6861,46569040,2.partly retired
6862,46571010,
6863,46571020,
6864,46583010,1.completely retired
6865,46583011,0.not retired
6866,46583040,
6867,46602010,1.completely retired
6868,46602020,
6869,46614010,1.completely retired
6870,46614020,1.completely retired
6871,46627010,
6872,46627040,1.completely retired
6873,46632030,
6874,46632040,
6875,46633010,
6876,46633040,1.completely retired
6877,46641020,1.completely retired
6878,46641030,1.completely retired
6879,46668010,
6880,46668040,
6881,46686020,2.partly retired
6882,46686030,
6883,46697010,1.completely retired
6884,46697011,1.completely retired
6885,46750010,1.completely retired
6886,46754010,1.completely retired
6887,46760010,1.completely retired
6888,46760020,1.completely retired
6889,46769010,
6890,46769040,1.completely retired
6891,46774010,
6892,46777010,1.completely retired
6893,46777040,1.completely retired
6894,46787010,1.completely retired
6895,46787011,1.completely retired
6896,46793010,1.completely retired
6897,46793040,1.completely retired
6898,46796010,1.completely retired
6899,46796020,1.completely retired
6900,46798020,
6901,46798030,
6902,46803010,
6903,46803020,1.completely retired
6904,46803021,
6905,46806010,1.completely retired
6906,46806020,
6907,46811010,
6908,46811020,2.partly retired
6909,46813010,
6910,46813020,
6911,46814010,1.completely retired
6912,46814040,1.completely retired
6913,46818010,
6914,46821010,1.completely retired
6915,46821011,1.completely retired
6916,46826010,
6917,46830010,1.completely retired
6918,46923010,
6919,46923020,
6920,46933020,1.completely retired
6921,46933030,
6922,46934010,
6923,46934020,
6924,46945010,
6925,46945020,
6926,46960010,
6927,46960020,
6928,46972010,
6929,46972040,
6930,46979010,
6931,46983010,
6932,47009010,
6933,47009020,
6934,47030020,1.completely retired
6935,47030030,
6936,47057010,1.completely retired
6937,47061010,2.partly retired
6938,47061040,
6939,47067010,
6940,47067020,
6941,47070020,
6942,47070030,
6943,47071010,
6944,47074020,3.question irrelevant
6945,47074030,
6946,47107010,
6947,47107020,
6948,47130010,1.completely retired
6949,47130040,1.completely retired
6950,47131010,
6951,47132010,1.completely retired
6952,47132011,1.completely retired
6953,47136020,1.completely retired
6954,47136021,3.question irrelevant
6955,47136030,1.completely retired
6956,47140010,2.partly retired
6957,47140040,
6958,47142010,1.completely retired
6959,47148010,
6960,47148011,
6961,47160020,2.partly retired
6962,47160030,
6963,47163010,
6964,47163040,
6965,47168010,1.completely retired
6966,47177020,
6967,47177030,
6968,47192010,1.completely retired
6969,47192020,1.completely retired
6970,47193010,1.completely retired
6971,47193020,1.completely retired
6972,47199020,
6973,47199030,
6974,47217020,
6975,47217030,1.completely retired
6976,47230010,1.completely retired
6977,47230040,0.not retired
6978,47235010,
6979,47241010,1.completely retired
6980,47241011,
6981,47242010,
6982,47242020,
6983,47254010,1.completely retired
6984,47254040,1.completely retired
6985,47255010,0.not retired
6986,47255020,2.partly retired
6987,47295010,
6988,47295020,1.completely retired
6989,47296010,
6990,47296020,
6991,47320020,1.completely retired
6992,47320030,1.completely retired
6993,47341010,
6994,47341020,
6995,47343010,
6996,47344020,
6997,47344030,1.completely retired
6998,47367030,1.completely retired
6999,47367031,
7000,47368010,1.completely retired
7001,47368040,0.not retired
7002,47378010,1.completely retired
7003,47378020,
7004,47382020,
7005,47382030,
7006,47387010,1.completely retired
7007,47387040,
7008,47390020,
7009,47390030,
7010,47392010,
7011,47392011,1.completely retired
7012,47403010,1.completely retired
7013,47403020,1.completely retired
7014,47404020,
7015,47404030,1.completely retired
7016,47415010,1.completely retired
7017,47415040,3.question irrelevant
7018,47415041,
7019,47418010,1.completely retired
7020,47432010,
7021,47432040,
7022,47445010,
7023,47445020,
7024,47458010,
7025,47458011,1.completely retired
7026,47458040,1.completely retired
7027,47477020,1.completely retired
7028,47477030,1.completely retired
7029,47484010,
7030,47484040,
7031,47495010,1.completely retired
7032,47495011,2.partly retired
7033,47498010,
7034,47498020,
7035,47510010,1.completely retired
7036,47510011,1.completely retired
7037,47514010,1.completely retired
7038,47514020,1.completely retired
7039,47515010,
7040,47515020,2.partly retired
7041,47533020,
7042,47533030,1.completely retired
7043,47533031,
7044,47533032,1.completely retired
7045,47533033,2.partly retired
7046,47535010,1.completely retired
7047,47535011,
7048,47535020,
7049,47555020,1.completely retired
7050,47555030,
7051,47565010,
7052,47573010,
7053,47573020,
7054,47575010,
7055,47575040,
7056,47578010,1.completely retired
7057,47578020,1.completely retired
7058,47579020,1.completely retired
7059,47579030,1.completely retired
7060,47582010,1.completely retired
7061,47582011,1.completely retired
7062,47582020,
7063,47583010,1.completely retired
7064,47583020,1.completely retired
7065,47591010,3.question irrelevant
7066,47591040,2.partly retired
7067,47592020,1.completely retired
7068,47592030,2.partly retired
7069,47596010,1.completely retired
7070,47596011,
7071,47596040,
7072,47597010,
7073,47597020,
7074,47602010,2.partly retired
7075,47602020,1.completely retired
7076,47604020,1.completely retired
7077,47604030,1.completely retired
7078,47610010,1.completely retired
7079,47610040,1.completely retired
7080,47619010,1.completely retired
7081,47619040,1.completely retired
7082,47626010,2.partly retired
7083,47630010,1.completely retired
7084,47630011,1.completely retired
7085,47630012,1.completely retired
7086,47636010,
7087,47654020,
7088,47654021,
7089,47654030,1.completely retired
7090,47654031,1.completely retired
7091,47660010,1.completely retired
7092,47660020,1.completely retired
7093,47664010,
7094,47664020,
7095,47664021,
7096,47672010,
7097,47672040,
7098,47675030,1.completely retired
7099,47675040,3.question irrelevant
7100,47679020,1.completely retired
7101,47679030,
7102,47680010,1.completely retired
7103,47680020,1.completely retired
7104,47683020,1.completely retired
7105,47683030,1.completely retired
7106,47696010,
7107,47696040,
7108,47697010,
7109,47697020,
7110,47699010,
7111,47699040,
7112,47704010,
7113,47704020,1.completely retired
7114,47707010,1.completely retired
7115,47707020,1.completely retired
7116,47709020,1.completely retired
7117,47709030,1.completely retired
7118,47711010,
7119,47711020,1.completely retired
7120,47711021,
7121,47718010,1.completely retired
7122,47718020,1.completely retired
7123,47720020,
7124,47720030,
7125,47724010,
7126,47724040,
7127,47726020,1.completely retired
7128,47726030,
7129,47737010,
7130,47751010,2.partly retired
7131,47764010,
7132,47764011,1.completely retired
7133,47764020,
7134,47764021,
7135,47764022,1.completely retired
7136,47787010,
7137,47789010,
7138,47821010,
7139,47821040,
7140,47822010,
7141,47822040,
7142,47822041,
7143,47831010,1.completely retired
7144,47831040,
7145,47848010,1.completely retired
7146,47848040,1.completely retired
7147,47855010,1.completely retired
7148,47855020,1.completely retired
7149,47902010,
7150,47902020,1.completely retired
7151,47908010,
7152,47908040,
7153,47909010,
7154,47910010,
7155,47926010,
7156,47926020,1.completely retired
7157,47926021,1.completely retired
7158,47945010,1.completely retired
7159,47992010,
7160,47998010,
7161,48013020,1.completely retired
7162,48013030,1.completely retired
7163,48017020,
7164,48017030,
7165,48018010,1.completely retired
7166,48018020,1.completely retired
7167,48068010,1.completely retired
7168,48068020,
7169,48088010,
7170,48088020,
7171,48091010,1.completely retired
7172,48091020,1.completely retired
7173,48103010,1.completely retired
7174,48111010,
7175,48111040,
7176,48114010,
7177,48114040,
7178,48124010,3.question irrelevant
7179,48124020,3.question irrelevant
7180,48131010,1.completely retired
7181,48131040,1.completely retired
7182,48135010,1.completely retired
7183,48139010,
7184,48149010,
7185,48166010,
7186,48166020,
7187,48174010,
7188,48174020,1.completely retired
7189,48228010,1.completely retired
7190,48228020,
7191,48239010,
7192,48239040,1.completely retired
7193,48239041,1.completely retired
7194,48248010,
7195,48248020,0.not retired
7196,48250010,1.completely retired
7197,48250020,
7198,48254010,
7199,48254020,
7200,48255010,
7201,48255020,
7202,48257010,
7203,48275020,1.completely retired
7204,48275030,
7205,48276010,
7206,48282010,
7207,48314020,3.question irrelevant
7208,48314030,1.completely retired
7209,48327010,
7210,48327020,1.completely retired
7211,48328010,0.not retired
7212,48328020,
7213,48333010,
7214,48356020,
7215,48356030,
7216,48360010,1.completely retired
7217,48398010,
7218,48398020,
7219,48401020,
7220,48401030,
7221,48404010,
7222,48404040,1.completely retired
7223,48405020,1.completely retired
