,hhidpn,r7lgmusa
29607,501782010,4.0
29608,501784010,0.0
29609,501784020,1.0
29610,501785010,1.0
29611,501785020,0.0
29612,501786010,3.0
29613,501786020,4.0
29614,501787010,1.0
29615,501787020,3.0
29616,501788010,0.0
29617,501788020,3.0
29618,501789010,1.0
29619,501790010,0.0
29620,501790020,1.0
29621,501791010,0.0
29622,501791020,0.0
29623,501792010,3.0
29624,501792020,
29625,501793010,2.0
29626,501795010,1.0
29627,501795020,0.0
29628,501796010,2.0
29629,501796020,3.0
29630,501797010,0.0
29631,501797020,0.0
29632,501798010,0.0
29633,501798011,
29634,501803010,0.0
29635,501803020,0.0
29636,501804010,1.0
29637,501806010,
29638,501807010,0.0
29639,501809010,3.0
29640,501810010,0.0
29641,501811010,1.0
29642,501811020,3.0
29643,501812010,2.0
29644,501813010,1.0
29645,501813020,1.0
29646,501814010,0.0
29647,501814020,0.0
29648,501815010,0.0
29649,501815020,4.0
29650,501816010,3.0
29651,501817010,1.0
29652,501817020,1.0
29653,501818010,1.0
29654,501818020,2.0
29655,501819010,2.0
29656,501819020,0.0
29657,501821010,0.0
29658,501821020,0.0
29659,501822020,0.0
29660,501824010,0.0
29661,501825010,2.0
29662,501825020,0.0
29663,501826010,0.0
29664,501826020,2.0
29665,501827010,0.0
29666,501827020,3.0
29667,501828010,1.0
29668,501828020,3.0
29669,501829010,0.0
29670,501829020,0.0
29671,501830010,
29672,501830020,2.0
29673,501831010,4.0
29674,501831020,2.0
29675,501832010,0.0
29676,501832020,1.0
29677,501833010,0.0
29678,501833011,
29679,501833012,
29680,501834010,0.0
29681,501834020,0.0
29682,501836010,4.0
29683,501836020,0.0
29684,501837010,0.0
29685,501838010,1.0
29686,501839010,0.0
29687,501839011,
29688,501840010,0.0
29689,501840020,1.0
29690,501841010,0.0
29691,501841020,0.0
29692,501842010,4.0
29693,501842020,2.0
29694,501843010,0.0
29695,501843011,
29696,501844010,3.0
29697,501845010,3.0
29698,501846010,0.0
29699,501847010,0.0
29700,501847020,0.0
29701,501848010,4.0
29702,501849010,1.0
29703,501849020,0.0
29704,501850010,1.0
29705,501850020,3.0
29706,501854010,1.0
29707,501855010,0.0
29708,501855020,0.0
29709,501856010,1.0
29710,501856020,0.0
29711,501857010,1.0
29712,501857020,0.0
29713,501858010,0.0
29714,501859010,0.0
29715,501859020,0.0
29716,501861010,0.0
29717,501861020,4.0
29718,501862010,4.0
29719,501862011,
29720,501863010,0.0
29721,501863020,1.0
29722,501865010,4.0
29723,501866010,1.0
29724,501867010,0.0
29725,501867020,4.0
29726,501868010,2.0
29727,501868020,2.0
29728,501869010,1.0
29729,501870010,1.0
29730,501870020,1.0
29731,501871010,0.0
29732,501871011,
29733,501872010,1.0
29734,501872011,
29735,501873010,0.0
29736,501875010,0.0
29737,501875020,0.0
29738,501876010,0.0
29739,501876011,
29740,501877010,0.0
29741,501877020,0.0
29742,501878010,1.0
29743,501878020,0.0
29744,501879010,3.0
29745,501879011,
29746,501880010,1.0
29747,501880011,
29748,501881010,0.0
29749,501881020,0.0
29750,501882010,1.0
29751,501883010,0.0
29752,501884010,4.0
29753,501888010,1.0
29754,501888020,0.0
29755,501889010,0.0
29756,501889020,0.0
29757,501890010,0.0
29758,501890020,0.0
29759,501891010,1.0
29760,501892010,0.0
29761,501892020,0.0
29762,501893010,4.0
29763,501893020,0.0
29764,501894010,
29765,501894020,0.0
29766,501895010,0.0
29767,501895020,0.0
29768,501896010,0.0
29769,501896020,
29770,501897010,2.0
29771,501897020,4.0
29772,501899010,3.0
29773,501899020,0.0
29774,501900010,0.0
29775,501901010,0.0
29776,501901011,
29777,501903010,0.0
29778,501903011,
29779,501903020,0.0
29780,501903021,
29781,501904010,0.0
29782,501904020,4.0
29783,501905010,1.0
29784,501905011,
29785,501906010,0.0
29786,501906011,
29787,501907010,0.0
29788,501908010,0.0
29789,501910010,1.0
29790,501910020,0.0
29791,501911010,0.0
29792,501912010,0.0
29793,501912020,0.0
29794,501913010,0.0
29795,501914010,3.0
29796,501916010,0.0
29797,501916020,0.0
29798,501917010,1.0
29799,501917020,1.0
29800,501918010,3.0
29801,501919010,3.0
29802,501921010,0.0
29803,501922010,1.0
29804,501922020,0.0
29805,501923010,0.0
29806,501924010,1.0
29807,501927010,0.0
29808,501927020,
29809,501928010,2.0
29810,501928020,0.0
29811,501929010,0.0
29812,501929020,0.0
29813,501930010,0.0
29814,501931010,0.0
29815,501931020,1.0
29816,501932010,1.0
29817,501932020,2.0
29818,501933010,0.0
29819,501934010,0.0
29820,501934020,0.0
29821,501935010,1.0
29822,501935011,
29823,501937010,0.0
29824,501937020,0.0
29825,501938010,0.0
29826,501938011,
29827,501939010,3.0
29828,501939020,0.0
29829,501940010,0.0
29830,501940020,0.0
29831,501942010,4.0
29832,501944010,4.0
29833,501944020,1.0
29834,501945010,0.0
29835,501945020,0.0
29836,501946010,2.0
29837,501946020,0.0
29838,501947010,0.0
29839,501947020,4.0
29840,501948010,0.0
29841,501948011,
29842,501949010,0.0
29843,501950010,1.0
29844,501951010,0.0
29845,501951020,0.0
29846,501952010,0.0
29847,501952020,1.0
29848,501954010,3.0
29849,501954020,0.0
29850,501955010,4.0
29851,501956010,0.0
29852,501956020,0.0
29853,501958010,4.0
29854,501958020,2.0
29855,501960010,3.0
29856,501960020,3.0
29857,501961010,1.0
29858,501961020,
29859,501964010,1.0
29860,501966010,0.0
29861,501966020,0.0
29862,501968010,0.0
29863,501968020,1.0
29864,501969010,0.0
29865,501969020,0.0
29866,501970010,0.0
29867,501970020,0.0
29868,501971010,3.0
29869,501971020,0.0
29870,501972010,1.0
29871,501973010,0.0
29872,501974010,0.0
29873,501975010,0.0
29874,501976010,0.0
29875,501977010,1.0
29876,501977020,3.0
29877,501978010,1.0
29878,501978020,0.0
29879,501979010,0.0
29880,501980020,0.0
29881,501981010,0.0
29882,501982010,0.0
29883,501983010,4.0
29884,501984010,1.0
29885,501987010,0.0
29886,501988010,0.0
29887,501988020,1.0
29888,501989010,0.0
29889,501990010,4.0
29890,501990020,1.0
29891,501991010,1.0
29892,501992010,1.0
29893,501993010,0.0
29894,501993020,3.0
29895,501994010,0.0
29896,501996010,0.0
29897,501997010,3.0
29898,501997020,0.0
29899,501999010,0.0
29900,501999020,0.0
29901,502000010,1.0
29902,502002010,2.0
29903,502002011,
29904,502003010,4.0
29905,502003020,4.0
29906,502004010,4.0
29907,502004020,0.0
29908,502005010,2.0
29909,502006010,0.0
29910,502007010,1.0
29911,502008010,2.0
29912,502009010,0.0
29913,502009020,0.0
29914,502010010,1.0
29915,502010020,0.0
29916,502011010,4.0
29917,502011011,
29918,502012010,0.0
29919,502012020,0.0
29920,502015010,3.0
29921,502016010,0.0
29922,502016020,3.0
29923,502017010,2.0
29924,502017020,0.0
29925,502018010,3.0
29926,502019010,0.0
29927,502019020,0.0
29928,502021010,0.0
29929,502021020,0.0
29930,502022010,0.0
29931,502022020,0.0
29932,502023010,0.0
29933,502023020,0.0
29934,502024010,0.0
29935,502025010,0.0
29936,502025020,0.0
29937,502026010,0.0
29938,502027010,4.0
29939,502028010,0.0
29940,502029010,0.0
29941,502029020,4.0
29942,502030010,2.0
29943,502030020,
29944,502031010,1.0
29945,502033010,1.0
29946,502033020,0.0
29947,502034010,0.0
29948,502035010,1.0
29949,502039010,0.0
29950,502039020,3.0
29951,502040010,0.0
29952,502041010,0.0
29953,502041020,
29954,502042010,0.0
29955,502043010,0.0
29956,502043020,1.0
29957,502044010,0.0
29958,502044020,0.0
29959,502045010,0.0
29960,502046010,0.0
29961,502046020,2.0
29962,502048010,3.0
29963,502048020,0.0
29964,502049010,2.0
29965,502049020,0.0
29966,502050010,0.0
29967,502050020,2.0
29968,502051010,0.0
29969,502052010,0.0
29970,502053010,0.0
29971,502053020,2.0
29972,502054010,1.0
29973,502055010,0.0
29974,502057010,2.0
29975,502057020,0.0
29976,502058010,1.0
29977,502059010,0.0
29978,502060010,0.0
29979,502062010,0.0
29980,502062020,4.0
29981,502063010,1.0
29982,502064010,0.0
29983,502065010,1.0
29984,502065011,
29985,502066010,1.0
29986,502067010,1.0
29987,502067020,4.0
29988,502068010,0.0
29989,502068011,
29990,502069010,0.0
29991,502070010,0.0
29992,502070020,0.0
29993,502072010,3.0
29994,502073010,0.0
29995,502073020,2.0
29996,502075010,0.0
29997,502077010,0.0
29998,502077020,0.0
29999,502079010,0.0
30000,502080010,0.0
30001,502080020,0.0
30002,502081010,3.0
30003,502081020,4.0
30004,502082010,4.0
30005,502084010,2.0
30006,502084020,0.0
30007,502085020,0.0
30008,502086010,3.0
30009,502087010,0.0
30010,502088010,0.0
30011,502088020,0.0
30012,502091010,1.0
30013,502091020,3.0
30014,502093010,1.0
30015,502093020,0.0
30016,502094010,1.0
30017,502094020,2.0
30018,502095010,0.0
30019,502096010,0.0
30020,502096020,2.0
30021,502097010,0.0
30022,502097020,0.0
30023,502100010,0.0
30024,502101010,0.0
30025,502102010,0.0
30026,502102020,0.0
30027,502103010,0.0
30028,502103020,0.0
30029,502104010,0.0
30030,502104020,2.0
30031,502107010,3.0
30032,502108010,0.0
30033,502108020,0.0
30034,502109010,1.0
30035,502113010,1.0
30036,502113020,0.0
30037,502114010,1.0
30038,502115010,1.0
30039,502115020,1.0
30040,502117010,0.0
30041,502117020,0.0
30042,502118010,4.0
30043,502118011,
30044,502118012,
30045,502120010,2.0
30046,502121010,3.0
30047,502122010,3.0
30048,502122020,0.0
30049,502123010,2.0
30050,502123020,0.0
30051,502124010,0.0
30052,502124020,3.0
30053,502125010,0.0
30054,502125011,
30055,502126010,2.0
30056,502128010,0.0
30057,502129010,0.0
30058,502129020,2.0
30059,502130010,
30060,502130020,0.0
30061,502131010,0.0
30062,502132010,0.0
30063,502132020,0.0
30064,502133010,0.0
30065,502133020,4.0
30066,502134010,0.0
30067,502136010,0.0
30068,502136020,0.0
30069,502137010,0.0
30070,502137020,4.0
30071,502138010,0.0
30072,502138020,0.0
30073,502139010,4.0
30074,502140010,1.0
30075,502140020,0.0
30076,502141010,2.0
30077,502141020,0.0
30078,502142010,0.0
30079,502142020,0.0
30080,502145010,4.0
30081,502146010,0.0
30082,502146020,1.0
30083,502147010,0.0
30084,502147020,0.0
30085,502149010,0.0
30086,502149020,1.0
30087,502150010,2.0
30088,502150020,1.0
30089,502151010,4.0
30090,502152010,0.0
30091,502152020,0.0
30092,502153010,0.0
30093,502153020,
30094,502154020,0.0
30095,502156010,1.0
30096,502156020,0.0
30097,502157010,2.0
30098,502158010,0.0
30099,502159010,4.0
30100,502159020,3.0
30101,502160010,0.0
30102,502161010,0.0
30103,502162010,4.0
30104,502162011,
30105,502163010,0.0
30106,502163020,0.0
30107,502164010,0.0
30108,502164020,0.0
30109,502165010,3.0
30110,502166010,2.0
30111,502168010,2.0
30112,502168011,
30113,502170010,1.0
30114,502170020,0.0
30115,502171010,0.0
30116,502171020,4.0
30117,502172010,1.0
30118,502173010,0.0
30119,502173020,
30120,502174010,0.0
30121,502174020,4.0
30122,502175010,0.0
30123,502177010,0.0
30124,502178010,3.0
30125,502178020,0.0
30126,502179010,0.0
30127,502179020,0.0
30128,502180010,0.0
30129,502180020,0.0
30130,502181010,0.0
30131,502181020,0.0
30132,502182010,0.0
30133,502182020,0.0
30134,502183010,0.0
30135,502183020,0.0
30136,502184010,0.0
30137,502184020,0.0
30138,502185010,2.0
30139,502186010,0.0
30140,502188010,0.0
30141,502188011,
30142,502189010,0.0
30143,502190010,1.0
30144,502190020,1.0
30145,502192010,1.0
30146,502192020,0.0
30147,502192021,
30148,502195010,0.0
30149,502195020,0.0
30150,502196010,1.0
30151,502198010,0.0
30152,502198020,0.0
30153,502200010,1.0
30154,502200020,0.0
30155,502201010,0.0
30156,502201020,1.0
30157,502202010,0.0
30158,502203010,0.0
30159,502203020,0.0
30160,502205010,1.0
30161,502205020,1.0
30162,502206010,0.0
30163,502206020,0.0
30164,502207010,0.0
30165,502207020,
30166,502208010,0.0
30167,502208020,0.0
30168,502210010,4.0
30169,502211010,0.0
30170,502212010,0.0
30171,502214010,2.0
30172,502214020,0.0
30173,502217010,2.0
30174,502217020,0.0
30175,502218010,1.0
30176,502218020,0.0
30177,502220010,3.0
30178,502221010,0.0
30179,502222010,2.0
30180,502223010,0.0
30181,502223020,0.0
30182,502224010,0.0
30183,502225010,0.0
30184,502225011,
30185,502225020,0.0
30186,502226010,0.0
30187,502226020,2.0
30188,502227010,1.0
30189,502227020,0.0
30190,502228010,0.0
30191,502228020,0.0
30192,502229010,0.0
30193,502229020,2.0
30194,502230010,3.0
30195,502231010,1.0
30196,502232010,3.0
30197,502233010,0.0
30198,502234010,2.0
30199,502234020,3.0
30200,502235010,1.0
30201,502235020,0.0
30202,502236010,0.0
30203,502236020,0.0
30204,502237010,3.0
30205,502237020,1.0
30206,502238010,0.0
30207,502238020,0.0
30208,502239010,2.0
30209,502240010,0.0
30210,502240020,0.0
30211,502242010,1.0
30212,502242020,4.0
30213,502244010,0.0
30214,502244020,0.0
30215,502245010,0.0
30216,502245020,0.0
30217,502247010,3.0
30218,502248010,0.0
30219,502248020,0.0
30220,502249010,1.0
30221,502249020,3.0
30222,502251010,2.0
30223,502251020,2.0
30224,502252010,2.0
30225,502253010,0.0
30226,502254010,1.0
30227,502254020,1.0
30228,502257010,4.0
30229,502259010,0.0
30230,502259020,0.0
30231,502260010,1.0
30232,502260011,
30233,502260020,3.0
30234,502263010,2.0
30235,502263020,0.0
30236,502264010,0.0
30237,502264020,4.0
30238,502265010,0.0
30239,502265020,0.0
30240,502266010,0.0
30241,502267010,
30242,502267020,3.0
30243,502268010,1.0
30244,502268020,0.0
30245,502271010,0.0
30246,502271011,
30247,502272010,0.0
30248,502272020,0.0
30249,502273010,4.0
30250,502273020,2.0
30251,502274010,3.0
30252,502276010,0.0
30253,502276020,0.0
30254,502277010,2.0
30255,502277020,1.0
30256,502279010,0.0
30257,502280010,0.0
30258,502281010,0.0
30259,502282010,1.0
30260,502282020,0.0
30261,502283010,4.0
30262,502283020,4.0
30263,502285010,0.0
30264,502287010,1.0
30265,502287020,0.0
30266,502288010,0.0
30267,502288020,2.0
30268,502291010,4.0
30269,502292010,0.0
30270,502292020,0.0
30271,502293010,0.0
30272,502293020,2.0
30273,502294010,0.0
30274,502294011,
30275,502295010,0.0
30276,502295011,
30277,502295020,0.0
30278,502296010,3.0
30279,502297010,4.0
30280,502297020,0.0
30281,502298010,0.0
30282,502298020,2.0
30283,502299010,0.0
30284,502299020,1.0
30285,502300010,0.0
30286,502300020,0.0
30287,502302010,3.0
30288,502303010,0.0
30289,502304010,0.0
30290,502304020,0.0
30291,502305010,0.0
30292,502305020,0.0
30293,502306010,2.0
30294,502306020,0.0
30295,502307010,0.0
30296,502310010,0.0
30297,502311010,0.0
30298,502311020,1.0
30299,502312010,0.0
30300,502312020,0.0
30301,502313010,4.0
30302,502313020,4.0
30303,502314010,0.0
30304,502314020,0.0
30305,502315010,4.0
30306,502315011,
30307,502316010,1.0
30308,502317010,1.0
30309,502318010,0.0
30310,502321010,1.0
30311,502321011,
30312,502322010,0.0
30313,502322020,0.0
30314,502325010,1.0
30315,502326010,1.0
30316,502327010,0.0
30317,502327020,0.0
30318,502328010,4.0
30319,502328020,2.0
30320,502329010,0.0
30321,502332010,3.0
30322,502334010,0.0
30323,502334020,0.0
30324,502336010,0.0
30325,502336020,0.0
30326,502339010,0.0
30327,502339020,0.0
30328,502340010,1.0
30329,502340020,1.0
30330,502341010,1.0
30331,502342010,1.0
30332,502342020,1.0
30333,502343010,0.0
30334,502343020,0.0
30335,502344010,0.0
30336,502345010,0.0
30337,502347010,2.0
30338,502349010,0.0
30339,502349020,0.0
30340,502350010,0.0
30341,502350020,
30342,502351020,0.0
30343,502352010,0.0
30344,502354010,2.0
30345,502355010,1.0
30346,502355020,0.0
30347,502356010,0.0
30348,502356020,0.0
30349,502358010,0.0
30350,502359010,1.0
30351,502359020,0.0
30352,502360010,0.0
30353,502360020,0.0
30354,502361010,0.0
30355,502361020,0.0
30356,502362010,0.0
30357,502362020,0.0
30358,502364010,0.0
30359,502364020,1.0
30360,502365010,0.0
30361,502365020,0.0
30362,502366010,0.0
30363,502366020,0.0
30364,502369010,0.0
30365,502369020,0.0
30366,502370010,0.0
30367,502370020,1.0
30368,502371010,1.0
30369,502371020,
30370,502372010,2.0
30371,502372020,3.0
30372,502373010,0.0
30373,502376010,0.0
30374,502378010,0.0
30375,502379010,0.0
30376,502379020,4.0
30377,502381010,0.0
30378,502381011,
30379,502382010,1.0
30380,502382020,3.0
30381,502384010,2.0
30382,502385010,0.0
30383,502385011,
30384,502387010,0.0
30385,502387020,0.0
30386,502388010,4.0
30387,502389010,2.0
30388,502389020,0.0
30389,502390010,4.0
30390,502390020,0.0
30391,502391010,3.0
30392,502391020,2.0
30393,502393010,2.0
30394,502395010,0.0
30395,502395020,0.0
30396,502396010,0.0
30397,502397010,0.0
30398,502397020,1.0
30399,502399010,0.0
30400,502399020,0.0
30401,502401010,0.0
30402,502403010,0.0
30403,502404010,0.0
30404,502404011,
30405,502404020,0.0
30406,502404021,
30407,502405010,0.0
30408,502405020,0.0
30409,502406010,0.0
30410,502406020,0.0
30411,502407010,3.0
30412,502407011,
30413,502409010,2.0
30414,502409020,2.0
30415,502410010,0.0
30416,502410020,0.0
30417,502411010,0.0
30418,502411020,0.0
30419,502412010,0.0
30420,502412020,0.0
30421,502413010,1.0
30422,502413020,1.0
30423,502414010,2.0
30424,502414020,1.0
30425,502415010,2.0
30426,502415020,0.0
30427,502416010,0.0
30428,502416020,2.0
30429,502417010,0.0
30430,502417020,0.0
30431,502419010,3.0
30432,502420010,1.0
30433,502420020,0.0
30434,502422010,1.0
30435,502422020,0.0
30436,502423010,0.0
30437,502425010,2.0
30438,502426010,1.0
30439,502426020,0.0
30440,502427010,0.0
30441,502427020,0.0
30442,502431010,4.0
30443,502432010,0.0
30444,502432020,0.0
30445,502433010,2.0
30446,502433020,0.0
30447,502434010,2.0
30448,502435010,3.0
30449,502435020,0.0
30450,502437010,0.0
30451,502437020,1.0
30452,502438010,1.0
30453,502439010,0.0
30454,502439011,
30455,502440010,3.0
30456,502441010,0.0
30457,502441011,
30458,502442010,2.0
30459,502442020,2.0
30460,502444010,0.0
30461,502444020,0.0
30462,502445010,0.0
30463,502446010,2.0
30464,502448010,0.0
30465,502449010,0.0
30466,502449020,1.0
30467,502450010,2.0
30468,502450020,0.0
30469,502451010,2.0
30470,502451020,2.0
30471,502452010,0.0
30472,502452020,0.0
30473,502453010,0.0
30474,502454010,0.0
30475,502454020,4.0
30476,502458010,2.0
30477,502459010,3.0
30478,502459020,0.0
30479,502460010,0.0
30480,502461010,0.0
30481,502461020,0.0
30482,502462010,0.0
30483,502462020,0.0
30484,502463010,1.0
30485,502464010,2.0
30486,502465010,1.0
30487,502465020,0.0
30488,502466010,0.0
30489,502468010,0.0
30490,502469010,2.0
30491,502470010,3.0
30492,502470011,
30493,502471010,1.0
30494,502471020,2.0
30495,502472010,1.0
30496,502475010,3.0
30497,502475020,0.0
30498,502479010,0.0
30499,502479020,0.0
30500,502480010,1.0
30501,502481010,0.0
30502,502481020,0.0
30503,502482020,3.0
30504,502483010,0.0
30505,502484010,2.0
30506,502484011,
30507,502486010,4.0
30508,502487010,4.0
30509,502488010,0.0
30510,502488020,0.0
30511,502489010,1.0
30512,502489011,
30513,502490010,0.0
30514,502490020,0.0
30515,502491010,2.0
30516,502491020,1.0
30517,502492010,0.0
30518,502492011,
30519,502493010,0.0
30520,502493020,3.0
30521,502494010,0.0
30522,502496010,2.0
30523,502497010,1.0
30524,502497020,0.0
30525,502498010,0.0
30526,502498020,2.0
30527,502499010,0.0
30528,502501010,3.0
30529,502502010,0.0
30530,502502020,0.0
30531,502503010,0.0
30532,502503011,
30533,502504010,0.0
30534,502505010,0.0
30535,502506010,1.0
30536,502507010,4.0
30537,502507011,
30538,502508010,1.0
30539,502508020,0.0
30540,502509010,
30541,502509020,0.0
30542,502511010,0.0
30543,502512010,1.0
30544,502512020,1.0
30545,502514010,1.0
30546,502514020,3.0
30547,502515010,2.0
30548,502515020,0.0
30549,502516010,4.0
30550,502516011,
30551,502518010,1.0
30552,502519010,3.0
30553,502519020,1.0
30554,502520010,1.0
30555,502522010,4.0
30556,502522011,
30557,502523010,1.0
30558,502523020,1.0
30559,502524010,4.0
30560,502525010,1.0
30561,502525020,0.0
30562,502526010,0.0
30563,502527010,
30564,502527020,0.0
30565,502528010,0.0
30566,502528020,4.0
30567,502529010,2.0
30568,502530010,0.0
30569,502530020,0.0
30570,502531010,0.0
30571,502531020,0.0
30572,502532010,3.0
30573,502533010,1.0
30574,502533020,
30575,502534010,0.0
30576,502534020,2.0
30577,502534021,
30578,502536010,0.0
30579,502537010,3.0
30580,502538010,0.0
30581,502539010,1.0
30582,502540010,2.0
30583,502540020,1.0
30584,502541010,0.0
30585,502542010,1.0
30586,502543010,0.0
30587,502543020,0.0
30588,502544010,4.0
30589,502546010,0.0
30590,502546020,0.0
30591,502550010,0.0
30592,502551010,0.0
30593,502551020,0.0
30594,502552010,1.0
30595,502552020,0.0
30596,502553010,3.0
30597,502553020,0.0
30598,502553021,
30599,502554010,0.0
30600,502554020,0.0
30601,502556010,0.0
30602,502556011,
30603,502557010,0.0
30604,502558010,0.0
30605,502559010,1.0
30606,502560010,0.0
30607,502560020,0.0
30608,502561010,2.0
30609,502561020,0.0
30610,502562010,0.0
30611,502563010,0.0
30612,502563020,0.0
30613,502564010,0.0
30614,502564020,0.0
30615,502565010,0.0
30616,502566010,2.0
30617,502567010,1.0
30618,502568010,2.0
30619,502568020,0.0
30620,502569010,2.0
30621,502569020,3.0
30622,502570010,1.0
30623,502570020,3.0
30624,502571010,0.0
30625,502571020,0.0
30626,502573010,0.0
30627,502575010,
30628,502575020,0.0
30629,502576010,0.0
30630,502576020,1.0
30631,502578010,0.0
30632,502578020,0.0
30633,502579010,4.0
30634,502579020,0.0
30635,502580010,0.0
30636,502581010,0.0
30637,502581020,3.0
30638,502582010,0.0
30639,502582020,0.0
30640,502582021,
30641,502583010,0.0
30642,502583020,0.0
30643,502584010,0.0
30644,502584020,0.0
30645,502585010,0.0
30646,502588010,3.0
30647,502588020,0.0
30648,502589010,0.0
30649,502589020,1.0
30650,502590010,0.0
30651,502591010,1.0
30652,502591011,
30653,502591020,1.0
30654,502592010,2.0
30655,502594010,0.0
30656,502594020,0.0
30657,502596010,4.0
30658,502600010,0.0
30659,502600011,
30660,502602010,0.0
30661,502602011,
30662,502602020,0.0
30663,502603020,1.0
30664,502604010,4.0
30665,502605010,0.0
30666,502605020,0.0
30667,502606010,3.0
30668,502606011,
30669,502607010,1.0
30670,502607020,0.0
30671,502608010,0.0
30672,502609010,0.0
30673,502610010,0.0
30674,502610020,0.0
30675,502613010,0.0
30676,502614010,4.0
30677,502614011,
30678,502615010,
30679,502615020,0.0
30680,502616010,1.0
30681,502616020,1.0
30682,502617010,0.0
30683,502617020,
30684,502618010,0.0
30685,502618011,
30686,502619010,0.0
30687,502620010,0.0
30688,502620020,1.0
30689,502621010,0.0
30690,502621020,0.0
30691,502622010,0.0
30692,502622020,1.0
30693,502623010,4.0
30694,502623020,0.0
30695,502624010,3.0
30696,502626010,1.0
30697,502626020,0.0
30698,502627010,0.0
30699,502628010,1.0
30700,502628020,2.0
30701,502629010,0.0
30702,502630010,0.0
30703,502631010,0.0
30704,502632010,2.0
30705,502633010,0.0
30706,502633020,0.0
30707,502634010,3.0
30708,502635010,0.0
30709,502635020,0.0
30710,502636010,0.0
30711,502637010,0.0
30712,502637020,0.0
30713,502638010,0.0
30714,502638020,0.0
30715,502639010,1.0
30716,502640010,
30717,502640020,0.0
30718,502641010,1.0
30719,502641020,0.0
30720,502642010,0.0
30721,502642020,1.0
30722,502643010,0.0
30723,502644010,0.0
30724,502644020,0.0
30725,502645010,0.0
30726,502646010,0.0
30727,502647010,2.0
30728,502647020,0.0
30729,502649010,3.0
30730,502650010,4.0
30731,502650011,
30732,502651010,0.0
30733,502651020,0.0
30734,502652010,0.0
30735,502653010,4.0
30736,502653020,0.0
30737,502654010,1.0
30738,502654020,0.0
30739,502655010,0.0
30740,502656010,
30741,502656020,0.0
30742,502657010,1.0
30743,502657020,0.0
30744,502659010,0.0
30745,502659020,0.0
30746,502660010,1.0
30747,502660020,1.0
30748,502661010,2.0
30749,502663010,0.0
30750,502663020,0.0
30751,502666010,0.0
30752,502666011,
30753,502667010,3.0
30754,502667020,3.0
30755,502671010,0.0
30756,502672010,2.0
30757,502673010,2.0
30758,502673020,1.0
30759,502674010,0.0
30760,502674020,0.0
30761,502675010,0.0
30762,502675020,0.0
30763,502677010,0.0
30764,502677020,4.0
30765,502678010,1.0
30766,502678020,0.0
30767,502679010,0.0
30768,502680010,0.0
30769,502682010,0.0
30770,502683020,0.0
30771,502684010,0.0
30772,502684020,0.0
30773,502686010,0.0
30774,502686020,0.0
30775,502688010,0.0
30776,502688020,1.0
30777,502689010,0.0
30778,502690010,0.0
30779,502691010,0.0
30780,502691020,1.0
30781,502692010,4.0
30782,502692020,0.0
30783,502694010,3.0
30784,502695010,3.0
30785,502696010,4.0
30786,502698010,0.0
30787,502698020,0.0
30788,502699010,2.0
30789,502699020,0.0
30790,502700010,4.0
30791,502700020,0.0
30792,502701010,4.0
30793,502701020,0.0
30794,502703010,1.0
30795,502703011,
30796,502704010,3.0
30797,502705010,0.0
30798,502705020,2.0
30799,502706010,3.0
30800,502706020,4.0
30801,502706021,
30802,502707010,2.0
30803,502708010,0.0
30804,502708011,
30805,502708020,2.0
30806,502710010,0.0
30807,502710020,0.0
30808,502711010,0.0
30809,502711020,0.0
30810,502712010,1.0
30811,502713010,1.0
30812,502713020,2.0
30813,502714010,0.0
30814,502714020,0.0
30815,502715010,0.0
30816,502716010,0.0
30817,502716020,0.0
30818,502717010,0.0
30819,502718010,2.0
30820,502719010,0.0
30821,502720010,0.0
30822,502722010,0.0
30823,502722020,4.0
30824,502723010,1.0
30825,502723020,0.0
30826,502724010,1.0
30827,502724020,0.0
30828,502725010,0.0
30829,502728010,4.0
30830,502729010,3.0
30831,502730010,0.0
30832,502731010,0.0
30833,502732010,0.0
30834,502732020,0.0
30835,502733010,0.0
30836,502734010,0.0
30837,502734020,0.0
30838,502735010,0.0
30839,502735020,1.0
30840,502737010,0.0
30841,502737020,0.0
30842,502739010,4.0
30843,502740010,0.0
30844,502740020,3.0
30845,502744010,0.0
30846,502745010,4.0
30847,502745020,1.0
30848,502746010,0.0
30849,502746020,2.0
30850,502746021,
30851,502747010,0.0
30852,502747020,0.0
30853,502748010,4.0
30854,502749010,0.0
30855,502749020,3.0
30856,502750010,0.0
30857,502750020,0.0
30858,502751010,3.0
30859,502752010,2.0
30860,502752020,2.0
30861,502753010,1.0
30862,502754010,0.0
30863,502755010,0.0
30864,502755020,3.0
30865,502757010,0.0
30866,502758010,0.0
30867,502759010,0.0
30868,502759020,0.0
30869,502761010,2.0
30870,520031010,
30871,520036010,
30872,520036020,
30873,520052010,
30874,520052020,
30875,520058010,
30876,520058020,
30877,520064010,
30878,520064020,
30879,520079010,
30880,520084010,
30881,520085010,
30882,520085020,
30883,520098010,
30884,520098020,
30885,520098021,
30886,520102010,
30887,520102020,
30888,520111010,
30889,520111020,
30890,520125010,
30891,520131010,
30892,520142010,
30893,520142020,
30894,520150010,
30895,520150020,
30896,520154010,
30897,520185010,
30898,520195010,
30899,520195020,
30900,520210010,
30901,520210020,
30902,520215010,
30903,520215020,
30904,520221010,
30905,520221011,
30906,520221020,
30907,520224010,
30908,520224020,
30909,520230020,
30910,520233010,
30911,520233020,
30912,520242010,
30913,520253010,
30914,520253020,
30915,520254010,
